Indicator,Category,BASE,ST D'accord,ST Pas d'accord,Tout à fait d'accord,Plutôt d'accord,Plutôt pas d'accord,Pas du tout d'accord,No rep.,Question
Total,Total,5979.002,0.4617523125096797,0.5155188106643884,0.10013041,0.3601794900000001,0.32196209,0.195,0.02272801,"q56_i12. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- Le système politique en France permet aux personnes comme moi d'avoir leur mot a` dire sur ce que fait le gouvernement"
Gender,Man,2929.637,0.47594292398682836,0.5049999,0.11045635,0.36548726,0.32277463,0.18347884,0.01780529,"q56_i12. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- Le système politique en France permet aux personnes comme moi d'avoir leur mot a` dire sur ce que fait le gouvernement"
Gender,Woman,3049.36,0.44812026130073196,0.5244218458955322,0.09020995,0.35791018,0.32118202000000007,0.20323903999999998,0.02745749,"q56_i12. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- Le système politique en France permet aux personnes comme moi d'avoir leur mot a` dire sur ce que fait le gouvernement"
Age,18-24,478.2759,0.5339591645742552,0.44971490305072864,0.10891454,0.4249999,0.28968103000000006,0.16007852,0.01632601,"q56_i12. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- Le système politique en France permet aux personnes comme moi d'avoir leur mot a` dire sur ce que fait le gouvernement"
Age,25-34,836.9062,0.49357729695394775,0.4852824605672655,0.12156356000000001,0.36966646,0.345,0.14263008,0.0211399,"q56_i12. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- Le système politique en France permet aux personnes comme moi d'avoir leur mot a` dire sur ce que fait le gouvernement"
Age,35-49,1494.556,0.4132513602702073,0.5617136460594317,0.08441484,0.32883646,0.3276314799999999,0.23408236,0.02503435,"q56_i12. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- Le système politique en France permet aux personnes comme moi d'avoir leur mot a` dire sur ce que fait le gouvernement"
Age,50-64,1554.412,0.43345393627944195,0.5395088303487107,0.10499990000000001,0.32826316,0.3304295800000001,0.20926871,0.02703865,"q56_i12. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- Le système politique en France permet aux personnes comme moi d'avoir leur mot a` dire sur ce que fait le gouvernement"
Age,65+,1614.848,0.4949999,0.485,0.09499990000000001,0.40100275000000013,0.30759954,0.17723445,0.01916336,"q56_i12. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- Le système politique en France permet aux personnes comme moi d'avoir leur mot a` dire sur ce que fait le gouvernement"
Socio-Professional Category,Total-CSP+,1734.019,0.5091497267330981,0.4822684757202776,0.11106441,0.39808514000000006,0.3202894,0.16197930999999996,0.00858205,"q56_i12. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- Le système politique en France permet aux personnes comme moi d'avoir leur mot a` dire sur ce que fait le gouvernement"
Socio-Professional Category,Small Business owners,212.9949,0.5149999,0.47693254627223464,0.14969208,0.3649999,0.21851467,0.2599712000000001,0.00682215,"q56_i12. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- Le système politique en France permet aux personnes comme moi d'avoir leur mot a` dire sur ce que fait le gouvernement"
Socio-Professional Category,Cadres/Prof Lib,597.9521,0.555,0.4349999,0.10659941,0.44581832,0.29476575,0.1423163,0.010500250000000001,"q56_i12. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- Le système politique en France permet aux personnes comme moi d'avoir leur mot a` dire sur ce que fait le gouvernement"
Socio-Professional Category,Prof Intermed,896.9079,0.4749999,0.5167383406925059,0.10125392,0.37403517,0.36100172999999997,0.15573661,0.00797151,"q56_i12. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- Le système politique en France permet aux personnes comme moi d'avoir leur mot a` dire sur ce que fait le gouvernement"
Socio-Professional Category,Total-CSP-,1674.09,0.4246894730868711,0.545,0.1021469,0.32212056,0.335,0.20864159,0.03209095,"q56_i12. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- Le système politique en France permet aux personnes comme moi d'avoir leur mot a` dire sur ce que fait le gouvernement"
Socio-Professional Category,Salaried,956.6466,0.4220146708303777,0.5471109184938304,0.08318487,0.33882982,0.32177577,0.22533494,0.03087386,"q56_i12. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- Le système politique en France permet aux personnes comme moi d'avoir leur mot a` dire sur ce que fait le gouvernement"
Socio-Professional Category,Blue collar,717.4432,0.4282566201756459,0.538030048929309,0.12743115,0.30082535,0.35164763,0.18638214000000003,0.03371385,"q56_i12. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- Le système politique en France permet aux personnes comme moi d'avoir leur mot a` dire sur ce que fait le gouvernement"
Political similarity,Far left,187.3446,0.5721686133467417,0.42073702684785147,0.11633098,0.45499989999999996,0.28096691999999995,0.14060747,0.00709473,"q56_i12. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- Le système politique en France permet aux personnes comme moi d'avoir leur mot a` dire sur ce que fait le gouvernement"
Political similarity,Radical left,828.7407,0.477386955895855,0.5149999,0.11204392,0.3653431,0.34485177,0.17036583,0.0073962,"q56_i12. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- Le système politique en France permet aux personnes comme moi d'avoir leur mot a` dire sur ce que fait le gouvernement"
Political similarity,Left,1430.296,0.49399348106965274,0.495,0.11071861999999999,0.38327486,0.36650267,0.12769657,0.01180788,"q56_i12. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- Le système politique en France permet aux personnes comme moi d'avoir leur mot a` dire sur ce que fait le gouvernement"
