Indicator,Category,BASE,ST Improbable,ST probable,Tout à fait improbable,Plutôt improbable,Plutôt probable,Tout à fait probable,No rep.,Question
Total,Total,1998.234,0.5008977927509991,0.44832221851895226,0.16936769999999998,0.33153009,0.3286567,0.11966576,0.05078009,"comp2v13b_i2_groupe1. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les dirigeants politiques dissimulent les incidents qui surviennent dans les centrales nucléaires en France"
Gender,Man,969.0054,0.5619376321329065,0.38831073593604326,0.20448348,0.3573715900000001,0.265,0.12339271,0.04975222,"comp2v13b_i2_groupe1. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les dirigeants politiques dissimulent les incidents qui surviennent dans les centrales nucléaires en France"
Gender,Woman,1029.229,0.445,0.5048221532817283,0.1363064,0.3071231,0.38982277,0.1149999,0.051747829999999995,"comp2v13b_i2_groupe1. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les dirigeants politiques dissimulent les incidents qui surviennent dans les centrales nucléaires en France"
Age,18-24,151.2158,0.5632611142486433,0.3976362919747804,0.18879072000000002,0.37447039,0.32223564,0.07540072,0.03910208,"comp2v13b_i2_groupe1. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les dirigeants politiques dissimulent les incidents qui surviennent dans les centrales nucléaires en France"
Age,25-34,288.6909,0.495,0.45886101709475424,0.20697126,0.28720857,0.36059473000000003,0.10022554,0.0449999,"comp2v13b_i2_groupe1. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les dirigeants politiques dissimulent les incidents qui surviennent dans les centrales nucléaires en France"
Age,35-49,506.8327,0.4649999,0.495,0.12499990000000001,0.34073571,0.37891479000000006,0.11643191,0.03891769,"comp2v13b_i2_groupe1. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les dirigeants politiques dissimulent les incidents qui surviennent dans les centrales nucléaires en France"
Age,50-64,529.153,0.45315041207363466,0.48862616294342087,0.1530248,0.30012586,0.32668945,0.16193656999999997,0.05822303,"comp2v13b_i2_groupe1. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les dirigeants politiques dissimulent les incidents qui surviennent dans les centrales nucléaires en France"
Age,65+,522.3425,0.5678580624781633,0.37189851486333203,0.20138204,0.36647602,0.2683584,0.10354036,0.06024273,"comp2v13b_i2_groupe1. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les dirigeants politiques dissimulent les incidents qui surviennent dans les centrales nucléaires en France"
Socio-Professional Category,Total-CSP+,508.5243,0.5491957808112612,0.4078792301567497,0.17722801000000002,0.37196807,0.30077461,0.10710464,0.04292499,"comp2v13b_i2_groupe1. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les dirigeants politiques dissimulent les incidents qui surviennent dans les centrales nucléaires en France"
Socio-Professional Category,Small Business owners,59.56604,0.5751253566629576,0.3349999,0.09664092,0.47848437999999993,0.30340845,0.03275804,0.08870823,"comp2v13b_i2_groupe1. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les dirigeants politiques dissimulent les incidents qui surviennent dans les centrales nucléaires en France"
Socio-Professional Category,Cadres/Prof Lib,183.0192,0.5599106541827306,0.395,0.20198394,0.35829521999999986,0.28851711,0.10620383,0.0449999,"comp2v13b_i2_groupe1. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les dirigeants politiques dissimulent les incidents qui surviennent dans les centrales nucléaires en France"
