Indicator,Category,BASE,ST Confiance,ST Pas Confiance,Très confiance,Plutôt confiance,Plutôt pas confiance,Pas du tout confiance,No rep.,Question
Total,Total,5979.002,0.19005931090171904,0.7849928800826625,0.01975565,0.17030367,0.4625459099999999,0.32239477,0.025,"q25_i1. Avez-vous très confiance, plutôt confiance, plutôt pas confiance ou pas confiance du tout dans chacune des organisations suivantes... ?
- Les partis politiques"
Gender,Man,2929.637,0.19287734282438404,0.785,0.01909702,0.17378034,0.465,0.31943620000000006,0.02268644,"q25_i1. Avez-vous très confiance, plutôt confiance, plutôt pas confiance ou pas confiance du tout dans chacune des organisations suivantes... ?
- Les partis politiques"
Gender,Woman,3049.36,0.18735219849411022,0.7849999,0.02038846,0.16696379,0.46090393,0.32462117,0.0271215,"q25_i1. Avez-vous très confiance, plutôt confiance, plutôt pas confiance ou pas confiance du tout dans chacune des organisations suivantes... ?
- Les partis politiques"
Age,18-24,478.2759,0.26199396624417,0.7150761725606496,0.03245972,0.22953425,0.43662267,0.27845309,0.022930260000000004,"q25_i1. Avez-vous très confiance, plutôt confiance, plutôt pas confiance ou pas confiance du tout dans chacune des organisations suivantes... ?
- Les partis politiques"
Age,25-34,836.9062,0.2671418851957364,0.710261795168921,0.04905899,0.21808286,0.42101719,0.28924484,0.022595990000000003,"q25_i1. Avez-vous très confiance, plutôt confiance, plutôt pas confiance ou pas confiance du tout dans chacune des organisations suivantes... ?
- Les partis politiques"
Age,35-49,1494.556,0.18468856302473777,0.795,0.02060247,0.16408612000000003,0.44632801,0.34778764,0.02119549,"q25_i1. Avez-vous très confiance, plutôt confiance, plutôt pas confiance ou pas confiance du tout dans chacune des organisations suivantes... ?
- Les partis politiques"
Age,50-64,1554.412,0.16678055753558257,0.8086620535610892,0.0169566,0.14982392,0.46002006,0.3486427,0.024557980000000004,"q25_i1. Avez-vous très confiance, plutôt confiance, plutôt pas confiance ou pas confiance du tout dans chacune des organisations suivantes... ?
- Les partis politiques"
Age,65+,1614.848,0.1549999,0.815,0.00271699,0.15346732,0.5082013500000001,0.305,0.030614339999999997,"q25_i1. Avez-vous très confiance, plutôt confiance, plutôt pas confiance ou pas confiance du tout dans chacune des organisations suivantes... ?
- Les partis politiques"
Socio-Professional Category,Total-CSP+,1734.019,0.225,0.7615522090588396,0.028169940000000004,0.19662241,0.46914175,0.29241133,0.01365471,"q25_i1. Avez-vous très confiance, plutôt confiance, plutôt pas confiance ou pas confiance du tout dans chacune des organisations suivantes... ?
- Les partis politiques"
Socio-Professional Category,Small Business owners,212.9949,0.19798154791499703,0.7849999,0.06270986,0.13527174,0.41097820999999995,0.3749999,0.01604029,"q25_i1. Avez-vous très confiance, plutôt confiance, plutôt pas confiance ou pas confiance du tout dans chacune des organisations suivantes... ?
- Les partis politiques"
