Indicator,Category,BASE,ST Confiance,ST Pas Confiance,Très confiance,Plutôt confiance,Plutôt pas confiance,Pas du tout confiance,No rep.,Question
Total,Total,5979.002,0.7407784777459515,0.24406029635046117,0.16586711,0.57491066,0.16246887,0.08159131,0.01516107,"q25_i5. Avez-vous très confiance, plutôt confiance, plutôt pas confiance ou pas confiance du tout dans chacune des organisations suivantes... ?
- La police nationale"
Gender,Man,2929.637,0.7519713193136215,0.2357189986336191,0.18697041000000014,0.5649999,0.1576441,0.07807489,0.0123107,"q25_i5. Avez-vous très confiance, plutôt confiance, plutôt pas confiance ou pas confiance du tout dans chacune des organisations suivantes... ?
- La police nationale"
Gender,Woman,3049.36,0.7300259726631162,0.25207446808510636,0.14623514,0.58378971,0.16710486999999996,0.08496979999999998,0.01789955,"q25_i5. Avez-vous très confiance, plutôt confiance, plutôt pas confiance ou pas confiance du tout dans chacune des organisations suivantes... ?
- La police nationale"
Age,18-24,478.2759,0.7315219102614203,0.2566470524649057,0.15376181,0.57763517,0.185,0.07177184,0.011831179999999998,"q25_i5. Avez-vous très confiance, plutôt confiance, plutôt pas confiance ou pas confiance du tout dans chacune des organisations suivantes... ?
- La police nationale"
Age,25-34,836.9062,0.6688713741157611,0.31708547505084794,0.15609085,0.51278076,0.20706311,0.11002246,0.01404296,"q25_i5. Avez-vous très confiance, plutôt confiance, plutôt pas confiance ou pas confiance du tout dans chacune des organisations suivantes... ?
- La police nationale"
Age,35-49,1494.556,0.6957069524326956,0.2833606770171208,0.12590515,0.57028727,0.1849999,0.09787629,0.020931389999999998,"q25_i5. Avez-vous très confiance, plutôt confiance, plutôt pas confiance ou pas confiance du tout dans chacune des organisations suivantes... ?
- La police nationale"
Age,50-64,1554.412,0.7391399448794786,0.24868361798545044,0.15594212,0.58319796,0.17194346999999996,0.07674014,0.01217753,"q25_i5. Avez-vous très confiance, plutôt confiance, plutôt pas confiance ou pas confiance du tout dans chacune des organisations suivantes... ?
- La police nationale"
Age,65+,1614.848,0.824078179494293,0.1616641937817058,0.22105802000000002,0.6022777500000001,0.10230127,0.05936296,0.015,"q25_i5. Avez-vous très confiance, plutôt confiance, plutôt pas confiance ou pas confiance du tout dans chacune des organisations suivantes... ?
- La police nationale"
Socio-Professional Category,Total-CSP+,1734.019,0.7221397228058054,0.27166403597653777,0.16052430999999998,0.56161593,0.18417047,0.08749355999999998,0.00619568,"q25_i5. Avez-vous très confiance, plutôt confiance, plutôt pas confiance ou pas confiance du tout dans chacune des organisations suivantes... ?
- La police nationale"
Socio-Professional Category,Small Business owners,212.9949,0.675,0.3230899894786213,0.20642372000000003,0.4687188000000001,0.17772382999999997,0.14499990000000001,0.00213375,"q25_i5. Avez-vous très confiance, plutôt confiance, plutôt pas confiance ou pas confiance du tout dans chacune des organisations suivantes... ?
- La police nationale"
Socio-Professional Category,Cadres/Prof Lib,597.9521,0.7486158172201419,0.2399392861066965,0.16076763,0.58784809,0.1734659,0.06647333,0.011445079999999998,"q25_i5. Avez-vous très confiance, plutôt confiance, plutôt pas confiance ou pas confiance du tout dans chacune des organisations suivantes... ?
- La police nationale"
