Indicator,Category,BASE,ST D'accord,ST Pas d'accord,Tout à fait d'accord,Plutôt d'accord,Plutôt pas d'accord,Pas du tout d'accord,No rep.,Question
Total,Total,5979.002,0.6344629086927884,0.3269943713014312,0.24342708,0.391036,0.18182968,0.14516454,0.03854195,"q27_i26. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, plutôt pas ou pas du tout d'accord ?
- Il faudrait distinguer le cas des réfugiés ukrainiens et le cas des migrants non européens"
Gender,Man,2929.637,0.6347468986772081,0.33718030595599385,0.2549999,0.3797455300000001,0.17745642,0.15972382,0.02807433,"q27_i26. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, plutôt pas ou pas du tout d'accord ?
- Il faudrait distinguer le cas des réfugiés ukrainiens et le cas des migrants non européens"
Gender,Woman,3049.36,0.6341917648293411,0.31720859459034023,0.23053305999999998,0.40365846999999994,0.18603166,0.13117694,0.04859866,"q27_i26. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, plutôt pas ou pas du tout d'accord ?
- Il faudrait distinguer le cas des réfugiés ukrainiens et le cas des migrants non européens"
Age,18-24,478.2759,0.6143976729749503,0.31849587236153865,0.24106943000000003,0.37332803,0.20788852,0.11060733,0.0671065,"q27_i26. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, plutôt pas ou pas du tout d'accord ?
- Il faudrait distinguer le cas des réfugiés ukrainiens et le cas des migrants non européens"
Age,25-34,836.9062,0.6621130301101843,0.3054037597044926,0.23438887000000003,0.42772392,0.16636691,0.13903685,0.03248323,"q27_i26. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, plutôt pas ou pas du tout d'accord ?
- Il faudrait distinguer le cas des réfugiés ukrainiens et le cas des migrants non européens"
Age,35-49,1494.556,0.585,0.3649999,0.20539672,0.37929891,0.19219614000000002,0.1749999,0.04810833,"q27_i26. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, plutôt pas ou pas du tout d'accord ?
- Il faudrait distinguer le cas des réfugiés ukrainiens et le cas des migrants non européens"
Age,50-64,1554.412,0.6345033363098072,0.32791589359835105,0.24262493,0.39187854,0.18168317000000003,0.14623259,0.03758192,"q27_i26. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, plutôt pas ou pas du tout d'accord ?
- Il faudrait distinguer le cas des réfugiés ukrainiens et le cas des migrants non européens"
Age,65+,1614.848,0.6721357056515536,0.30257312143310083,0.28477956,0.38735633,0.17267278000000003,0.12990021,0.02529227,"q27_i26. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, plutôt pas ou pas du tout d'accord ?
- Il faudrait distinguer le cas des réfugiés ukrainiens et le cas des migrants non européens"
Socio-Professional Category,Total-CSP+,1734.019,0.5819111555294376,0.3881541090380209,0.21202818,0.36931895000000003,0.21371801999999998,0.175,0.02993485,"q27_i26. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, plutôt pas ou pas du tout d'accord ?
- Il faudrait distinguer le cas des réfugiés ukrainiens et le cas des migrants non européens"
Socio-Professional Category,Small Business owners,212.9949,0.5894000278879916,0.3406013477318002,0.25162363,0.3377764,0.16613933,0.17446202,0.06999891,"q27_i26. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, plutôt pas ou pas du tout d'accord ?
- Il faudrait distinguer le cas des réfugiés ukrainiens et le cas des migrants non européens"
Socio-Professional Category,Cadres/Prof Lib,597.9521,0.5970637112905867,0.3803806358402287,0.22044408,0.3766198,0.23353861000000004,0.14684203,0.02255557,"q27_i26. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, plutôt pas ou pas du tout d'accord ?
- Il faudrait distinguer le cas des réfugiés ukrainiens et le cas des migrants non européens"
Socio-Professional Category,Prof Intermed,896.9079,0.5648148488824772,0.415,0.19307813,0.3717368300000001,0.21667308,0.19564952,0.02286156,"q27_i26. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, plutôt pas ou pas du tout d'accord ?
- Il faudrait distinguer le cas des réfugiés ukrainiens et le cas des migrants non européens"
Socio-Professional Category,Total-CSP-,1674.09,0.6549999,0.305,0.24412623999999997,0.41284477,0.16504435,0.13632672,0.04165759000000001,"q27_i26. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, plutôt pas ou pas du tout d'accord ?
- Il faudrait distinguer le cas des réfugiés ukrainiens et le cas des migrants non européens"
Socio-Professional Category,Salaried,956.6466,0.6297569029148277,0.3289263767832342,0.2276593,0.40209791000000006,0.18075170000000002,0.14817478,0.041316,"q27_i26. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, plutôt pas ou pas du tout d'accord ?
- Il faudrait distinguer le cas des réfugiés ukrainiens et le cas des migrants non européens"
