Indicator,Category,BASE,ST 0 à 5,ST 6 à 8,ST 9 à 10,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,Je ne sais pas,No rep.,Moyenne,Question
Total,Total,5979.002,0.5868716886196057,0.30189653724818954,0.06402760862097051,0.19009257999999998,0.085,0.075,0.09045528,0.06284264,0.08348107,0.08894498,0.1189021,0.09404971,0.0335022,0.03052536,0.03549534,0.01170874,4.092346,"bq3v12b. D'une manière générale, vous êtes satisfait(e) ou pas de l'action du président de la République Emmanuel Macron durant son premier mandat, entre 2017 et 2022 ? La
note 0 signifiant que vous n'êtes pas du tout satisfait et la note 10 signifiant que vous êtes très satisfait. Les notes intermédiaires permettent de nuancer votre jugement.
Pas du tout satisfaitTrès satisfait"
Gender,Man,2929.637,0.5990677343302259,0.28908117285520357,0.075,0.19995546,0.09211851,0.08108465,0.08922399,0.06628719,0.07039821,0.07306506,0.1191878,0.09682858,0.03614857,0.03800037,0.0247209,0.01298311,4.044249,"bq3v12b. D'une manière générale, vous êtes satisfait(e) ou pas de l'action du président de la République Emmanuel Macron durant son premier mandat, entre 2017 et 2022 ? La
note 0 signifiant que vous n'êtes pas du tout satisfait et la note 10 signifiant que vous êtes très satisfait. Les notes intermédiaires permettent de nuancer votre jugement.
Pas du tout satisfaitTrès satisfait"
Gender,Woman,3049.36,0.5751547865781672,0.3142094406695175,0.054303689954613425,0.18250678999999997,0.07659178,0.06883339,0.09163847000000001,0.05953343999999999,0.09605038,0.10420144,0.11862784,0.09138016,0.030959779999999996,0.02334389,0.0458468,0.010484430000000001,4.139469,"bq3v12b. D'une manière générale, vous êtes satisfait(e) ou pas de l'action du président de la République Emmanuel Macron durant son premier mandat, entre 2017 et 2022 ? La
note 0 signifiant que vous n'êtes pas du tout satisfait et la note 10 signifiant que vous êtes très satisfait. Les notes intermédiaires permettent de nuancer votre jugement.
Pas du tout satisfaitTrès satisfait"
Age,18-24,478.2759,0.49217763219932265,0.365,0.06737255630066245,0.15788021,0.05789169,0.05204966,0.05849563,0.07286585,0.09299446,0.13508891,0.15096726,0.07739215,0.05071403,0.01665852,0.05323119999999999,0.02377034,4.554035,"bq3v12b. D'une manière générale, vous êtes satisfait(e) ou pas de l'action du président de la République Emmanuel Macron durant son premier mandat, entre 2017 et 2022 ? La
note 0 signifiant que vous n'êtes pas du tout satisfait et la note 10 signifiant que vous êtes très satisfait. Les notes intermédiaires permettent de nuancer votre jugement.
Pas du tout satisfaitTrès satisfait"
Age,25-34,836.9062,0.5649999,0.33137716030780984,0.055,0.18165979999999987,0.07726049,0.05990392,0.07096265,0.07499990000000001,0.10062111,0.09649511,0.11016662,0.12471541,0.02534155,0.02618769,0.03437883,0.01730692,4.272007,"bq3v12b. D'une manière générale, vous êtes satisfait(e) ou pas de l'action du président de la République Emmanuel Macron durant son premier mandat, entre 2017 et 2022 ? La
note 0 signifiant que vous n'êtes pas du tout satisfait et la note 10 signifiant que vous êtes très satisfait. Les notes intermédiaires permettent de nuancer votre jugement.
Pas du tout satisfaitTrès satisfait"
Age,35-49,1494.556,0.6049998999999999,0.30145374278381004,0.046007616977885066,0.20151999000000007,0.08385901999999999,0.0649999,0.11896884,0.04929574,0.09062531,0.11434346,0.10864223,0.07846799,0.01887332,0.02713428,0.03577148,0.007498440000000001,3.906558,"bq3v12b. D'une manière générale, vous êtes satisfait(e) ou pas de l'action du président de la République Emmanuel Macron durant son premier mandat, entre 2017 et 2022 ? La
note 0 signifiant que vous n'êtes pas du tout satisfait et la note 10 signifiant que vous êtes très satisfait. Les notes intermédiaires permettent de nuancer votre jugement.
Pas du tout satisfaitTrès satisfait"
Age,50-64,1554.412,0.6149998999999999,0.265,0.06342869200700972,0.21142278,0.07545445,0.09342658000000001,0.09368179,0.06488106,0.08212456,0.06794987,0.1255862,0.07034454,0.03236877,0.03105993,0.04575169,0.005948870000000001,3.864784,"bq3v12b. D'une manière générale, vous êtes satisfait(e) ou pas de l'action du président de la République Emmanuel Macron durant son premier mandat, entre 2017 et 2022 ? La
note 0 signifiant que vous n'êtes pas du tout satisfait et la note 10 signifiant que vous êtes très satisfait. Les notes intermédiaires permettent de nuancer votre jugement.
Pas du tout satisfaitTrès satisfait"
Age,65+,1614.848,0.572470659777267,0.3053927056911858,0.08676841411699429,0.17694327999999998,0.10432078,0.08009776,0.0805282,0.06410622,0.06647437,0.06806833,0.11699422999999999,0.12032978,0.04726405,0.03950441,0.02069305,0.01467612,4.255849,"bq3v12b. D'une manière générale, vous êtes satisfait(e) ou pas de l'action du président de la République Emmanuel Macron durant son premier mandat, entre 2017 et 2022 ? La
note 0 signifiant que vous n'êtes pas du tout satisfait et la note 10 signifiant que vous êtes très satisfait. Les notes intermédiaires permettent de nuancer votre jugement.
Pas du tout satisfaitTrès satisfait"
Socio-Professional Category,Total-CSP+,1734.019,0.5697654408631048,0.33995227272596207,0.05431839558851432,0.17400034000000003,0.08634456,0.06381268,0.08632322,0.07555892,0.08372515,0.09828952000000002,0.12859651,0.11306618,0.03049849,0.02381991,0.028967650000000005,0.0069968,4.253919,"bq3v12b. D'une manière générale, vous êtes satisfait(e) ou pas de l'action du président de la République Emmanuel Macron durant son premier mandat, entre 2017 et 2022 ? La
note 0 signifiant que vous n'êtes pas du tout satisfait et la note 10 signifiant que vous êtes très satisfait. Les notes intermédiaires permettent de nuancer votre jugement.
Pas du tout satisfaitTrès satisfait"
Socio-Professional Category,Small Business owners,212.9949,0.6249998999999999,0.2664764273698572,0.0750065377152223,0.21499990000000002,0.08788126,0.0349999,0.09227493,0.1071728300000001,0.09115068,0.08484691,0.10549417,0.07613539,0.04808735000000001,0.026919169999999996,0.01070525,0.01933226,3.997556,"bq3v12b. D'une manière générale, vous êtes satisfait(e) ou pas de l'action du président de la République Emmanuel Macron durant son premier mandat, entre 2017 et 2022 ? La
note 0 signifiant que vous n'êtes pas du tout satisfait et la note 10 signifiant que vous êtes très satisfait. Les notes intermédiaires permettent de nuancer votre jugement.
Pas du tout satisfaitTrès satisfait"
Socio-Professional Category,Cadres/Prof Lib,597.9521,0.49921540538113335,0.4102835327445125,0.05880273687474298,0.1493868,0.08537851,0.0605105,0.0629026,0.07297573,0.06806119,0.08921857,0.16900417,0.15206064,0.03508952,0.023713220000000004,0.02834184,0.00335669,4.662887,"bq3v12b. D'une manière générale, vous êtes satisfait(e) ou pas de l'action du président de la République Emmanuel Macron durant son premier mandat, entre 2017 et 2022 ? La
note 0 signifiant que vous n'êtes pas du tout satisfait et la note 10 signifiant que vous êtes très satisfait. Les notes intermédiaires permettent de nuancer votre jugement.
Pas du tout satisfaitTrès satisfait"
Socio-Professional Category,Prof Intermed,896.9079,0.6053320524883323,0.315,0.0449999,0.18426118000000002,0.08777746,0.075,0.10304202,0.06658665,0.0886659,0.10848391,0.1074137,0.09682034,0.02329731,0.0224286,0.03276144,0.00346149,4.012641,"bq3v12b. D'une manière générale, vous êtes satisfait(e) ou pas de l'action du président de la République Emmanuel Macron durant son premier mandat, entre 2017 et 2022 ? La
note 0 signifiant que vous n'êtes pas du tout satisfait et la note 10 signifiant que vous êtes très satisfait. Les notes intermédiaires permettent de nuancer votre jugement.
Pas du tout satisfaitTrès satisfait"
Socio-Professional Category,Total-CSP-,1674.09,0.6106637038629943,0.27564569407857403,0.05174877694747594,0.21047632,0.08033517,0.08731944000000001,0.09233715,0.0433975,0.09679778000000001,0.09572586,0.11144801,0.06847171,0.01999909,0.03174969,0.05015034,0.01179155,3.826329,"bq3v12b. D'une manière générale, vous êtes satisfait(e) ou pas de l'action du président de la République Emmanuel Macron durant son premier mandat, entre 2017 et 2022 ? La
note 0 signifiant que vous n'êtes pas du tout satisfait et la note 10 signifiant que vous êtes très satisfait. Les notes intermédiaires permettent de nuancer votre jugement.
Pas du tout satisfaitTrès satisfait"
Socio-Professional Category,Salaried,956.6466,0.616492652563653,0.2804674160761142,0.037837473106578756,0.19996732000000006,0.085,0.08981324,0.09185702,0.04858237,0.10127311000000001,0.09142372,0.12240173,0.06664181,0.01774885,0.02008863,0.05255885999999999,0.01264334,3.78566,"bq3v12b. D'une manière générale, vous êtes satisfait(e) ou pas de l'action du président de la République Emmanuel Macron durant son premier mandat, entre 2017 et 2022 ? La
note 0 signifiant que vous n'êtes pas du tout satisfait et la note 10 signifiant que vous êtes très satisfait. Les notes intermédiaires permettent de nuancer votre jugement.
Pas du tout satisfaitTrès satisfait"
Socio-Professional Category,Blue collar,717.4432,0.602891211457576,0.2692162947533686,0.0702982619390636,0.22291214,0.07569311,0.0839943,0.09297733,0.03648395,0.09083034,0.10146233,0.0968422,0.07091177,0.02299958,0.047298669999999994,0.04693878,0.01065577,3.880121,"bq3v12b. D'une manière générale, vous êtes satisfait(e) ou pas de l'action du président de la République Emmanuel Macron durant son premier mandat, entre 2017 et 2022 ? La
note 0 signifiant que vous n'êtes pas du tout satisfait et la note 10 signifiant que vous êtes très satisfait. Les notes intermédiaires permettent de nuancer votre jugement.
Pas du tout satisfaitTrès satisfait"
Political similarity,Far left,187.3446,0.5730877751480427,0.2909991000541248,0.09552888100324215,0.19357435,0.05789561,0.03345991,0.1630608,0.06986398,0.05523307999999999,0.052676520000000004,0.10620023,0.13212236,0.05911454,0.03641433,0.0172525,0.02313224,4.358237,"bq3v12b. D'une manière générale, vous êtes satisfait(e) ou pas de l'action du président de la République Emmanuel Macron durant son premier mandat, entre 2017 et 2022 ? La
note 0 signifiant que vous n'êtes pas du tout satisfait et la note 10 signifiant que vous êtes très satisfait. Les notes intermédiaires permettent de nuancer votre jugement.
Pas du tout satisfaitTrès satisfait"
Political similarity,Radical left,828.7407,0.7046503206612152,0.235,0.03781206835865549,0.26153874,0.09021529000000002,0.08028842,0.12207908,0.07458216,0.07594647,0.05856168,0.10871838,0.06522143,0.0196944,0.01811767,0.014631950000000001,0.010404910000000002,3.372112,"bq3v12b. D'une manière générale, vous êtes satisfait(e) ou pas de l'action du président de la République Emmanuel Macron durant son premier mandat, entre 2017 et 2022 ? La
note 0 signifiant que vous n'êtes pas du tout satisfait et la note 10 signifiant que vous êtes très satisfait. Les notes intermédiaires permettent de nuancer votre jugement.
Pas du tout satisfaitTrès satisfait"
Political similarity,Left,1430.296,0.6238098966927126,0.305,0.041724118643973,0.17137485000000002,0.08438547,0.08383677,0.11770668,0.08672778000000002,0.07959681,0.0985373,0.135,0.07004627,0.021105289999999995,0.02061882,0.02137678,0.00968718,3.964697,"bq3v12b. D'une manière générale, vous êtes satisfait(e) ou pas de l'action du président de la République Emmanuel Macron durant son premier mandat, entre 2017 et 2022 ? La
note 0 signifiant que vous n'êtes pas du tout satisfait et la note 10 signifiant que vous êtes très satisfait. Les notes intermédiaires permettent de nuancer votre jugement.
Pas du tout satisfaitTrès satisfait"
Political similarity,PC/LFI,641.3963,0.7430777196563186,0.21541502500092377,0.020953628825111714,0.2813903,0.0996555,0.09396646,0.11010879,0.07596028,0.08199658,0.06028066,0.10945386999999998,0.0456804,0.00818022,0.01277342,0.01386652,0.006687399999999999,3.089908,"bq3v12b. D'une manière générale, vous êtes satisfait(e) ou pas de l'action du président de la République Emmanuel Macron durant son premier mandat, entre 2017 et 2022 ? La
note 0 signifiant que vous n'êtes pas du tout satisfait et la note 10 signifiant que vous êtes très satisfait. Les notes intermédiaires permettent de nuancer votre jugement.
Pas du tout satisfaitTrès satisfait"
Political similarity,PS,449.3176,0.5069467565926641,0.39427322677767346,0.049907170340089055,0.07659537,0.08341792,0.05911547,0.11558893000000002,0.08712151,0.0849999,0.1149999,0.17317485000000007,0.10620594000000001,0.0325399,0.01736727,0.03082657,0.01804647,4.773066,"bq3v12b. D'une manière générale, vous êtes satisfait(e) ou pas de l'action du président de la République Emmanuel Macron durant son premier mandat, entre 2017 et 2022 ? La
note 0 signifiant que vous n'êtes pas du tout satisfait et la note 10 signifiant que vous êtes très satisfait. Les notes intermédiaires permettent de nuancer votre jugement.
Pas du tout satisfaitTrès satisfait"
Political similarity,EELV,339.583,0.555,0.34935788894025904,0.07012742098397151,0.08975012999999998,0.0568239,0.09741347,0.13485919,0.10654406,0.06777244,0.14861907,0.13251553,0.06822338,0.030388150000000003,0.03973927,0.023058490000000004,0.00429253,4.582603,"bq3v12b. D'une manière générale, vous êtes satisfait(e) ou pas de l'action du président de la République Emmanuel Macron durant son premier mandat, entre 2017 et 2022 ? La
note 0 signifiant que vous n'êtes pas du tout satisfait et la note 10 signifiant que vous êtes très satisfait. Les notes intermédiaires permettent de nuancer votre jugement.
Pas du tout satisfaitTrès satisfait"
Political similarity,EM,672.9198,0.05074839527682199,0.6016886410535104,0.335,0.0025629599999999995,0.00358094,0.00102337,0.00859535,0.00943289,0.0255529,0.09130162,0.24191442,0.26847181,0.15688779,0.17696254,0.011163779999999998,0.00254893,7.875511,"bq3v12b. D'une manière générale, vous êtes satisfait(e) ou pas de l'action du président de la République Emmanuel Macron durant son premier mandat, entre 2017 et 2022 ? La
note 0 signifiant que vous n'êtes pas du tout satisfait et la note 10 signifiant que vous êtes très satisfait. Les notes intermédiaires permettent de nuancer votre jugement.
Pas du tout satisfaitTrès satisfait"
Political similarity,MoDem,161.1257,0.26100454489879643,0.6061621454553805,0.1249999,0.02209304,0.08507339,0.01290022,0.03195064,0.03631227,0.072675,0.14201291,0.21725597000000002,0.24689314,0.09266001999999998,0.03364774,0.00652551,0,6.274728,"bq3v12b. D'une manière générale, vous êtes satisfait(e) ou pas de l'action du président de la République Emmanuel Macron durant son premier mandat, entre 2017 et 2022 ? La
note 0 signifiant que vous n'êtes pas du tout satisfait et la note 10 signifiant que vous êtes très satisfait. Les notes intermédiaires permettent de nuancer votre jugement.
Pas du tout satisfaitTrès satisfait"
Political similarity,Right,573.0042,0.5713612570379065,0.3749999,0.03780268975340844,0.11937436,0.10531488,0.10366551,0.07847579,0.08362771,0.08090318,0.10123172000000001,0.15297026,0.12257638,0.029801460000000002,0.00800122,0.00673779,0.00731997,4.355344,"bq3v12b. D'une manière générale, vous êtes satisfait(e) ou pas de l'action du président de la République Emmanuel Macron durant son premier mandat, entre 2017 et 2022 ? La
note 0 signifiant que vous n'êtes pas du tout satisfait et la note 10 signifiant que vous êtes très satisfait. Les notes intermédiaires permettent de nuancer votre jugement.
Pas du tout satisfaitTrès satisfait"
Political similarity,UDI/PR,89.32552,0.37347199322209373,0.5852811156319045,0.04124708146115466,0.04180614999999999,0.03731172,0.05062016,0.04929551,0.0940911,0.10034739000000001,0.10615375,0.16646419,0.31266306,0.03466332,0.00658377,0,0,5.845823,"bq3v12b. D'une manière générale, vous êtes satisfait(e) ou pas de l'action du président de la République Emmanuel Macron durant son premier mandat, entre 2017 et 2022 ? La
note 0 signifiant que vous n'êtes pas du tout satisfait et la note 10 signifiant que vous êtes très satisfait. Les notes intermédiaires permettent de nuancer votre jugement.
Pas du tout satisfaitTrès satisfait"
Political similarity,LR,397.5368,0.5749998999999999,0.365,0.04401768590983275,0.10251708,0.10320715,0.10855093,0.09740125,0.08114615000000001,0.08229392,0.10780069000000002,0.16952136,0.08673536999999999,0.0339642,0.01005349,0.00971176,0.00709712,4.355322,"bq3v12b. D'une manière générale, vous êtes satisfait(e) ou pas de l'action du président de la République Emmanuel Macron durant son premier mandat, entre 2017 et 2022 ? La
note 0 signifiant que vous n'êtes pas du tout satisfait et la note 10 signifiant que vous êtes très satisfait. Les notes intermédiaires permettent de nuancer votre jugement.
Pas du tout satisfaitTrès satisfait"
