Indicator,Category,BASE,ST D'accord,ST Pas d'accord,Tout à fait d'accord,Plutôt d'accord,Plutôt pas d'accord,Pas du tout d'accord,No rep.,Question
Total,Total,5979.002,0.4056944620523626,0.5620809292253122,0.125,0.28093936,0.26180456,0.3000314999999999,0.03222458,"q27_i27. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, plutôt pas ou pas du tout d'accord ?
- Il faut allonger l'âge de départ à la retraite pour sauver les régimes de retraite"
Gender,Man,2929.637,0.4321101897607109,0.5370197741221864,0.15121136,0.28089907,0.24873962,0.2882809,0.03087177,"q27_i27. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, plutôt pas ou pas du tout d'accord ?
- Il faut allonger l'âge de départ à la retraite pour sauver les régimes de retraite"
Gender,Woman,3049.36,0.3803168533725109,0.5861584070099954,0.09933822000000002,0.28097873,0.275,0.3111586999999999,0.03352435,"q27_i27. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, plutôt pas ou pas du tout d'accord ?
- Il faut allonger l'âge de départ à la retraite pour sauver les régimes de retraite"
Age,18-24,478.2759,0.4049999,0.5591166103079833,0.10224847,0.30306482,0.30150422,0.2576126,0.0355701,"q27_i27. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, plutôt pas ou pas du tout d'accord ?
- Il faut allonger l'âge de départ à la retraite pour sauver les régimes de retraite"
Age,25-34,836.9062,0.3735337365167088,0.5910804580011475,0.10467847,0.26885534,0.30266331,0.28841739,0.03538553,"q27_i27. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, plutôt pas ou pas du tout d'accord ?
- Il faut allonger l'âge de départ à la retraite pour sauver les régimes de retraite"
Age,35-49,1494.556,0.3249999,0.6463294784538016,0.09377079,0.23126051999999997,0.27784981,0.36847954,0.02863866,"q27_i27. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, plutôt pas ou pas du tout d'accord ?
- Il faut allonger l'âge de départ à la retraite pour sauver les régimes de retraite"
Age,50-64,1554.412,0.3395940715846249,0.6341849522520413,0.1010153,0.2385789,0.24999723,0.38418804,0.026221980000000002,"q27_i27. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, plutôt pas ou pas du tout d'accord ?
- Il faut allonger l'âge de départ à la retraite pour sauver les régimes de retraite"
Age,65+,1614.848,0.5607573592065631,0.4005510116122384,0.19335436000000003,0.36756527000000006,0.22538809,0.1749999,0.03869238,"q27_i27. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, plutôt pas ou pas du tout d'accord ?
- Il faut allonger l'âge de départ à la retraite pour sauver les régimes de retraite"
Socio-Professional Category,Total-CSP+,1734.019,0.37860167622154084,0.6049998999999999,0.12072469,0.25787693,0.28448668,0.32055202,0.01635987,"q27_i27. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, plutôt pas ou pas du tout d'accord ?
- Il faut allonger l'âge de départ à la retraite pour sauver les régimes de retraite"
Socio-Professional Category,Small Business owners,212.9949,0.369032357112776,0.6090084786067648,0.12001142,0.24902089,0.30606484,0.30294359,0.0219595,"q27_i27. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, plutôt pas ou pas du tout d'accord ?
- Il faut allonger l'âge de départ à la retraite pour sauver les régimes de retraite"
Socio-Professional Category,Cadres/Prof Lib,597.9521,0.4319902881852911,0.5452159127796357,0.13971009,0.29191073000000006,0.265,0.28058535,0.02279383,"q27_i27. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, plutôt pas ou pas du tout d'accord ?
- Il faut allonger l'âge de départ à la retraite pour sauver les régimes de retraite"
Socio-Professional Category,Prof Intermed,896.9079,0.34380709546654675,0.6468065450198398,0.10499990000000001,0.23813638,0.29086242,0.35661587000000006,0.00938543,"q27_i27. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, plutôt pas ou pas du tout d'accord ?
- Il faut allonger l'âge de départ à la retraite pour sauver les régimes de retraite"
Socio-Professional Category,Total-CSP-,1674.09,0.305,0.6547150989492799,0.07555149,0.225,0.27067069,0.38396424000000007,0.044813580000000006,"q27_i27. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, plutôt pas ou pas du tout d'accord ?
- Il faut allonger l'âge de départ à la retraite pour sauver les régimes de retraite"
Socio-Professional Category,Salaried,956.6466,0.295,0.6518327666663949,0.065,0.23053268,0.25899533,0.39202167,0.053450319999999996,"q27_i27. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, plutôt pas ou pas du tout d'accord ?
- Il faut allonger l'âge de départ à la retraite pour sauver les régimes de retraite"
Socio-Professional Category,Blue collar,717.4432,0.30814300003122197,0.6585602874206626,0.09070898,0.21743408,0.28623883,0.37232118000000003,0.03329726,"q27_i27. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, plutôt pas ou pas du tout d'accord ?
- Il faut allonger l'âge de départ à la retraite pour sauver les régimes de retraite"
