Indicator,Category,BASE,ST 0 à 5,ST 6 à 8,ST 9 à 10,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,Je ne sais pas,No rep.,Moyenne,Question
Total,Total,1455.142,0.23606933206518677,0.3449999,0.23643637528158762,0.06799042,0.02060079,0.02663786,0.02870431,0.01676726,0.07499990000000001,0.08118774999999999,0.1349999,0.13146703,0.09805593,0.13838052,0.15292609999999995,0.027282229999999998,6.528234,"q4v13b_groupe2. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
Gender,Man,693.0328,0.235,0.3337650108335421,0.2949999,0.06638083,0.029040270000000003,0.02777701,0.02676967,0.01753998,0.0649999,0.07206275,0.12233815999999999,0.13936414,0.12299689,0.17446612000000017,0.11772156,0.01854272,6.725595,"q4v13b_groupe2. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
Gender,Woman,762.1102,0.23817723473586894,0.3607969031250336,0.185,0.06945405,0.01292624,0.02560191,0.03046355,0.01606455,0.08366702999999999,0.08948552,0.14702572,0.12428557,0.07537544,0.10669607000000002,0.18395444999999996,0.0349999,6.32976,"q4v13b_groupe2. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
Age,18-24,110.8492,0.25613166355733735,0.3491735619201582,0.21380857958379493,0.065,0.02663629,0.01323496,0.0,0.0,0.15126062999999998,0.10686021999999999,0.1428631,0.09945033,0.0739658,0.13984269,0.11995188,0.0609341,6.485201,"q4v13b_groupe2. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
Age,25-34,193.4098,0.2576152294247758,0.326510600807198,0.1603228998737396,0.065,0.01636177,0.02459546,0.029643730000000004,0.011385340000000002,0.11076135,0.10607865000000001,0.14723411,0.07319789,0.04111673,0.11920616,0.23460076999999996,0.02081804,6.136941,"q4v13b_groupe2. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
Age,35-49,363.697,0.28499990000000003,0.3271330255679865,0.16199457240505144,0.09243774,0.03758538,0.03138596,0.0249999,0.01313898,0.08635584,0.08805238999999998,0.10922061,0.12985997,0.0733,0.08869457000000001,0.17801232000000017,0.04695634,5.851428,"q4v13b_groupe2. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
Age,50-64,383.5679,0.265,0.3149999,0.2487437035268071,0.07896604,0.013592789999999999,0.0357227,0.04827523,0.02754386,0.0579074,0.06473109,0.13939978,0.11197334,0.10972417000000001,0.13901956,0.15306557,0.02007815,6.370228,"q4v13b_groupe2. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
Age,65+,403.6189,0.1497194011479641,0.406810236091521,0.33450589157247096,0.03794651,0.0123297,0.01838543,0.01991728,0.01697926,0.04416121,0.0716629,0.14699232,0.18815511,0.14317511,0.19133086,0.09870806,0.01025572,7.366287,"q4v13b_groupe2. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
Socio-Professional Category,Total-CSP+,419.1823,0.23923863197468023,0.3467720368918249,0.22413735026502787,0.04673683,0.015467640000000001,0.02313589,0.02423456,0.01809166,0.11157213,0.09636488,0.15465589,0.09575122999999999,0.08001893000000002,0.14411844,0.16656457,0.0232872,6.607206,"q4v13b_groupe2. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
Socio-Professional Category,Small Business owners,47.15336,0.14499990000000001,0.385,0.1742848653839302,0.01239499,0.0,0.02997065,0.03452984,0.00634932,0.06407592,0.12749571,0.22886089,0.02559898,0.06072785,0.11355702,0.2964389,0,6.770159,"q4v13b_groupe2. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
