Indicator,Category,BASE,ST D'accord,ST Pas d'accord,Tout à fait d'accord,Plutôt d'accord,Plutôt pas d'accord,Pas du tout d'accord,No rep.,Question
Total,Total,5979.002,0.6888525877730095,0.2582061354052064,0.31037488,0.37773759000000007,0.17394624999999997,0.085,0.05294128,"q12v13b_i4. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- Après l'élection présidentielle de 2022, il est urgent de consulter le peuple par référendum"
Gender,Man,2929.637,0.6649999,0.2898370002836529,0.31437659,0.35078624000000014,0.19325804,0.09657912999999999,0.045,"q12v13b_i4. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- Après l'élection présidentielle de 2022, il est urgent de consulter le peuple par référendum"
Gender,Woman,3049.36,0.7113955059422304,0.22781777159797464,0.30653088,0.4048643,0.15539343,0.07242457,0.06078633,"q12v13b_i4. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- Après l'élection présidentielle de 2022, il est urgent de consulter le peuple par référendum"
Age,18-24,478.2759,0.6819396503148079,0.2811038565815254,0.28700505,0.39493439,0.22352412,0.05757965,0.03695672,"q12v13b_i4. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- Après l'élection présidentielle de 2022, il est urgent de consulter le peuple par référendum"
Age,25-34,836.9062,0.7506401553722508,0.2065128684672189,0.34228985,0.40664378000000007,0.14321951,0.065,0.04284686,"q12v13b_i4. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- Après l'élection présidentielle de 2022, il est urgent de consulter le peuple par référendum"
Age,35-49,1494.556,0.7362748535350967,0.20330118108655681,0.33127550000000006,0.405,0.14889539,0.05440584,0.06042327,"q12v13b_i4. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- Après l'élection présidentielle de 2022, il est urgent de consulter le peuple par référendum"
Age,50-64,1554.412,0.6949508881815117,0.265,0.33069965000000007,0.36425156,0.16640780999999996,0.09692288999999998,0.04171934,"q12v13b_i4. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- Après l'élection présidentielle de 2022, il est urgent de consulter le peuple par référendum"
Age,65+,1614.848,0.6091177621670895,0.3240986148541535,0.26182068,0.34792557,0.2049999,0.11846942,0.06678443,"q12v13b_i4. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- Après l'élection présidentielle de 2022, il est urgent de consulter le peuple par référendum"
Socio-Professional Category,Total-CSP+,1734.019,0.693123893106131,0.28623019701629565,0.30238757,0.39073563,0.20878346999999997,0.07744667,0.02064662,"q12v13b_i4. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- Après l'élection présidentielle de 2022, il est urgent de consulter le peuple par référendum"
Socio-Professional Category,Small Business owners,212.9949,0.7481822334713178,0.24228486221970574,0.32525779,0.42292454,0.18050521,0.0617797,0.00953311,"q12v13b_i4. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- Après l'élection présidentielle de 2022, il est urgent de consulter le peuple par référendum"
Socio-Professional Category,Cadres/Prof Lib,597.9521,0.6657048281961047,0.2949999,0.28860807,0.37709693,0.20466205000000004,0.09365011,0.03598288,"q12v13b_i4. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- Après l'élection présidentielle de 2022, il est urgent de consulter le peuple par référendum"
Socio-Professional Category,Prof Intermed,896.9079,0.6968425632107823,0.28949271157049683,0.305,0.39184355000000004,0.21686887,0.07262387,0.01366371,"q12v13b_i4. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- Après l'élection présidentielle de 2022, il est urgent de consulter le peuple par référendum"
Socio-Professional Category,Total-CSP-,1674.09,0.7487775448153923,0.18729883100669617,0.34029657999999996,0.40815079,0.12262912999999999,0.065,0.0639235,"q12v13b_i4. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- Après l'élection présidentielle de 2022, il est urgent de consulter le peuple par référendum"
Socio-Professional Category,Salaried,956.6466,0.7507335519720657,0.17383368111066302,0.3348460100000001,0.41588723000000005,0.12358221000000001,0.05025142,0.07543241,"q12v13b_i4. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- Après l'élection présidentielle de 2022, il est urgent de consulter le peuple par référendum"
Socio-Professional Category,Blue collar,717.4432,0.7461698710086039,0.2049999,0.3475641,0.39860534999999997,0.12135818,0.08389527,0.04857742,"q12v13b_i4. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- Après l'élection présidentielle de 2022, il est urgent de consulter le peuple par référendum"
Political similarity,Far left,187.3446,0.7149998999999999,0.25784004449554454,0.36068058999999997,0.3549046,0.19646059,0.06137946,0.02657524,"q12v13b_i4. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- Après l'élection présidentielle de 2022, il est urgent de consulter le peuple par référendum"
