Indicator,Category,BASE,ST D'accord,ST Pas d'accord,Tout à fait d'accord,Plutôt d'accord,Plutôt pas d'accord,Pas du tout d'accord,No rep.,Question
Total,Total,5979.002,0.681450850827613,0.2775983349729603,0.18843111,0.49301924,0.20940234000000002,0.06819605,0.04095085999999999,"q6v13b_i2. À partir de votre expérience personnelle, seriez-vous d'accord ou pas pour dire que :
- L'héritage d'un patrimoine joue un rôle trop important dans la réussite sociale"
Gender,Man,2929.637,0.701090954271809,0.265,0.22338101999999999,0.47771038,0.20590664,0.05810344,0.03490013,"q6v13b_i2. À partir de votre expérience personnelle, seriez-vous d'accord ou pas pour dire que :
- L'héritage d'un patrimoine joue un rôle trop important dans la réussite sociale"
Gender,Woman,3049.36,0.6625816564787365,0.29065367814885745,0.15485403,0.5077272,0.21276117,0.07789238,0.04676407999999999,"q6v13b_i2. À partir de votre expérience personnelle, seriez-vous d'accord ou pas pour dire que :
- L'héritage d'un patrimoine joue un rôle trop important dans la réussite sociale"
Age,18-24,478.2759,0.7014810907260852,0.2510331379858362,0.21886719,0.4826137,0.19053885,0.06049427000000001,0.04748606,"q6v13b_i2. À partir de votre expérience personnelle, seriez-vous d'accord ou pas pour dire que :
- L'héritage d'un patrimoine joue un rôle trop important dans la réussite sociale"
Age,25-34,836.9062,0.7073232340733048,0.2513785893807454,0.20734032,0.49998315,0.19049638,0.06088221,0.04129801,"q6v13b_i2. À partir de votre expérience personnelle, seriez-vous d'accord ou pas pour dire que :
- L'héritage d'un patrimoine joue un rôle trop important dans la réussite sociale"
Age,35-49,1494.556,0.6896656933564215,0.2617857745042675,0.18707215,0.50269506,0.19668477,0.0649999,0.04854812,"q6v13b_i2. À partir de votre expérience personnelle, seriez-vous d'accord ou pas pour dire que :
- L'héritage d'un patrimoine joue un rôle trop important dans la réussite sociale"
Age,50-64,1554.412,0.7007363556122829,0.2660955396638729,0.2095835,0.49115273,0.209384,0.05671145999999999,0.03316936,"q6v13b_i2. À partir de votre expérience personnelle, seriez-vous d'accord ou pas pour dire que :
- L'héritage d'un patrimoine joue un rôle trop important dans la réussite sociale"
Age,65+,1614.848,0.6349999,0.325,0.15051485,0.4849999,0.23700393000000014,0.08818688,0.03929444,"q6v13b_i2. À partir de votre expérience personnelle, seriez-vous d'accord ou pas pour dire que :
- L'héritage d'un patrimoine joue un rôle trop important dans la réussite sociale"
Socio-Professional Category,Total-CSP+,1734.019,0.7268899591065612,0.252681198994936,0.21127375,0.51561638,0.19349033,0.05919076000000001,0.02042861,"q6v13b_i2. À partir de votre expérience personnelle, seriez-vous d'accord ou pas pour dire que :
- L'héritage d'un patrimoine joue un rôle trop important dans la réussite sociale"
Socio-Professional Category,Small Business owners,212.9949,0.6514085548527219,0.3377375232928112,0.17763238,0.47359007999999997,0.235,0.10292331,0.010854230000000001,"q6v13b_i2. À partir de votre expérience personnelle, seriez-vous d'accord ou pas pour dire que :
- L'héritage d'un patrimoine joue un rôle trop important dans la réussite sociale"
Socio-Professional Category,Cadres/Prof Lib,597.9521,0.7119939874782613,0.26045112978113133,0.18692166000000002,0.5249999,0.19576106000000004,0.06476256,0.027554820000000004,"q6v13b_i2. À partir de votre expérience personnelle, seriez-vous d'accord ou pas pour dire que :
- L'héritage d'un patrimoine joue un rôle trop important dans la réussite sociale"
Socio-Professional Category,Prof Intermed,896.9079,0.758927087162461,0.2290395702836378,0.23163504000000001,0.52729193,0.18336755000000002,0.04567205,0.01203243,"q6v13b_i2. À partir de votre expérience personnelle, seriez-vous d'accord ou pas pour dire que :
- L'héritage d'un patrimoine joue un rôle trop important dans la réussite sociale"
Socio-Professional Category,Total-CSP-,1674.09,0.6920380624697597,0.265,0.19723026,0.49480745,0.20590004,0.05830028,0.04376158,"q6v13b_i2. À partir de votre expérience personnelle, seriez-vous d'accord ou pas pour dire que :
- L'héritage d'un patrimoine joue un rôle trop important dans la réussite sociale"
Socio-Professional Category,Salaried,956.6466,0.6604092880275746,0.28976050299034145,0.1846729,0.47573649000000007,0.22467931,0.06508133,0.0498296,"q6v13b_i2. À partir de votre expérience personnelle, seriez-vous d'accord ou pas pour dire que :
- L'héritage d'un patrimoine joue un rôle trop important dans la réussite sociale"
Socio-Professional Category,Blue collar,717.4432,0.7342122693475942,0.230118007948225,0.21397428999999998,0.5202377,0.18085961,0.049258340000000005,0.03567046,"q6v13b_i2. À partir de votre expérience personnelle, seriez-vous d'accord ou pas pour dire que :
- L'héritage d'un patrimoine joue un rôle trop important dans la réussite sociale"
