Indicator,Category,BASE,ST 0 à 5,ST 6 à 8,ST 9 à 10,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,Je ne sais pas,No rep.,Moyenne,Question
Total,Total,1459.734,0.2357994675742293,0.35148876439132065,0.2237965958181422,0.06463318,0.01701979,0.03332994,0.027678890000000005,0.025,0.06845994,0.08326962,0.145,0.12344968,0.08132475,0.14247178,0.16726976000000013,0.02109267,6.491268,"q4v13b_groupe1. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
Gender,Man,728.4002,0.23209054582906483,0.355,0.26096588111864877,0.08657698,0.01485015,0.03388305,0.01816698,0.01663749,0.06197588,0.08504500999999999,0.13145625,0.13650335,0.10811444999999999,0.15285155,0.12949369,0.024445269999999998,6.545133,"q4v13b_groupe1. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
Gender,Woman,731.3326,0.2394940414252011,0.34997947582262845,0.1849999,0.04277744,0.01918078,0.03277912,0.03715269,0.03268587,0.075,0.08150147,0.1580296,0.11044845,0.0546427,0.132134,0.2059143399999999,0.01775354,6.432796,"q4v13b_groupe1. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
Age,18-24,99.86575,0.2549999,0.4402201956126099,0.17791294813286837,0.05253806,0.00970919,0.02753033,0.0606176,0.02084595,0.08476242,0.18368339,0.1658112,0.09072564,0.0288983,0.14901465,0.12586337,0,6.283495,"q4v13b_groupe1. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
Age,25-34,212.6536,0.30741812036100025,0.3084392175820207,0.16424184683447635,0.06125201000000001,0.00442976,0.0660112,0.0270272,0.05111228000000001,0.0975857,0.04836001000000001,0.12344089000000001,0.13663836,0.0449999,0.11921167,0.18216016999999998,0.03777085,6.094934,"q4v13b_groupe1. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
Age,35-49,359.5816,0.3083575466597846,0.3163654647512554,0.1628016839571324,0.09146767,0.02181229,0.02980945,0.04684424999999999,0.01839856,0.10002534,0.08567888,0.1449167,0.08576977,0.0701594,0.09264223000000002,0.19252601,0.01994954,5.800695,"q4v13b_groupe1. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
Age,50-64,368.432,0.18391518652017194,0.3149999,0.288239892300343,0.06098588,0.01289933,0.028969009999999996,0.01862352,0.02310758,0.03932989,0.09110843,0.11160901,0.11291240000000001,0.10112458,0.18711537,0.19721499999999995,0.015,6.890554,"q4v13b_groupe1. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
Age,65+,419.2003,0.1749999,0.415,0.26062051959409377,0.0494174,0.02465869,0.02498557,0.01168156,0.01894711,0.04832733,0.06810124,0.17959498000000002,0.16613738000000003,0.10440176,0.15621878,0.12195226999999999,0.02557543,6.948939,"q4v13b_groupe1. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
Socio-Professional Category,Total-CSP+,412.4482,0.28023155392604454,0.3351536023190306,0.2100592753223314,0.08531052000000001,0.01213152,0.04107566000000001,0.03125578,0.0242687,0.08618944,0.08675242,0.15133289,0.09706824,0.08266582,0.12739343,0.1600779,0.01447754,6.166847,"q4v13b_groupe1. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
Socio-Professional Category,Small Business owners,47.21814,0.495,0.20275807136833432,0.2149999,0.21818161,0.0,0.19892829,0.025409220000000003,0.01884489,0.02995785,0.0134,0.06370941,0.12564866,0.10446621,0.1109836,0.09047028999999998,0,4.706652,"q4v13b_groupe1. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
Socio-Professional Category,Cadres/Prof Lib,147.1233,0.20082597386002082,0.4149999,0.2488624167619949,0.03080808,0.00721685,0.02356123,0.02797891,0.00806274,0.10319813,0.103782,0.20191998000000005,0.108746,0.11022027,0.13864215,0.12086366,0.015,6.909933,"q4v13b_groupe1. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
