Indicator,Category,BASE,ST 0 à 5,ST 6 à 8,ST 9 à 10,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,Je ne sais pas,No rep.,Moyenne,Question
Total,Total,1459.734,0.16875499234792093,0.3243979382545039,0.36853707593301244,0.03758178,0.00774534,0.02093725,0.02084452,0.01377994,0.06786617,0.05661829,0.12182240000000001,0.14499990000000001,0.13096777,0.23852717999999978,0.12133896000000001,0.0169705,7.451788,"q3v13b_groupe1. Les pays européens ont pris des sanctions économiques et financières contre la Russie. Vous personnellement, approuvez ou désapprouvez ces sanctions ?"
Gender,Man,728.4002,0.16300627045407182,0.295,0.4049999,0.054563629999999995,0.0049999,0.01817375,0.02957906,0.00754714,0.04795125,0.04723132,0.10865185,0.13864658,0.1349999,0.27235590000000015,0.10769743,0.02760229,7.503416,"q3v13b_groupe1. Les pays européens ont pris des sanctions économiques et financières contre la Russie. Vous personnellement, approuvez ou désapprouvez ces sanctions ?"
Gender,Woman,731.3326,0.17448094068280287,0.355,0.3300650073578014,0.020668080000000002,0.01028895,0.02368971,0.01214505,0.01998777,0.08770136,0.06596773,0.135,0.1532389,0.12517766,0.20482738000000006,0.13492602,0.006381390000000001,7.400007,"q3v13b_groupe1. Les pays européens ont pris des sanctions économiques et financières contre la Russie. Vous personnellement, approuvez ou désapprouvez ces sanctions ?"
Age,18-24,99.86575,0.215,0.3949999,0.2549568796108776,0.01505578,0.00673718,0.00854511,0.04506502,0.02097294,0.10647544,0.08368459,0.15413963,0.15773196,0.11108974,0.14386714,0.13264377,0.01399178,7.097449,"q3v13b_groupe1. Les pays européens ont pris des sanctions économiques et financières contre la Russie. Vous personnellement, approuvez ou désapprouvez ces sanctions ?"
Age,25-34,212.6536,0.21030930113574375,0.3469568349654085,0.2656587050489622,0.02877073,0.0049999,0.03237767,0.03991065,0.01653635,0.08719622000000002,0.06986921,0.11639728,0.16069025,0.06807522,0.19874978000000001,0.14499990000000001,0.03142684,7.048229,"q3v13b_groupe1. Les pays européens ont pris des sanctions économiques et financières contre la Russie. Vous personnellement, approuvez ou désapprouvez ces sanctions ?"
Age,35-49,359.5816,0.2454739341501345,0.3209710952951987,0.3011488908219998,0.04871014,0.015,0.022977660000000004,0.023835739999999998,0.00901219,0.12609594,0.0775602,0.13045579,0.11295508,0.1229744,0.17801662999999995,0.12829119,0.00411504,6.880569,"q3v13b_groupe1. Les pays européens ont pris des sanctions économiques et financières contre la Russie. Vous personnellement, approuvez ou désapprouvez ces sanctions ?"
Age,50-64,368.432,0.1149999,0.275,0.47565032353324355,0.0306174,0.00380867,0.01116328,0.01544371,0.02081546,0.0349999,0.05913558,0.09832246,0.1156773,0.16595300999999998,0.31002053000000024,0.13188545,0.00215725,7.958109,"q3v13b_groupe1. Les pays européens ont pris des sanctions économiques et financières contre la Russie. Vous personnellement, approuvez ou désapprouvez ces sanctions ?"
Age,65+,419.2003,0.125,0.3439968912235988,0.4114469860827867,0.043993149999999995,0.00648792,0.025,0.00758351,0.00857432,0.02751613,0.02327245,0.1301241,0.19060022000000001,0.14371605,0.26765747999999967,0.09108154,0.03439313,7.772253,"q3v13b_groupe1. Les pays européens ont pris des sanctions économiques et financières contre la Russie. Vous personnellement, approuvez ou désapprouvez ces sanctions ?"
Socio-Professional Category,Total-CSP+,412.4482,0.20894376554437624,0.3369271583680084,0.3475364906429462,0.04420681,0.01169437,0.03363487,0.025,0.01010958,0.085,0.07570497,0.11363546,0.14654956999999974,0.13287215,0.215,0.10348427000000002,0.00310795,7.152014,"q3v13b_groupe1. Les pays européens ont pris des sanctions économiques et financières contre la Russie. Vous personnellement, approuvez ou désapprouvez ces sanctions ?"
Socio-Professional Category,Small Business owners,47.21814,0.3043368502020622,0.18012700203777618,0.41599266722492667,0.02635877,0.0,0.21617328000000002,0.02051069,0.0149999,0.0249999,0.04936783,0.04767428,0.08308491,0.03663247,0.3806545700000001,0.0995434,0,6.777341,"q3v13b_groupe1. Les pays européens ont pris des sanctions économiques et financières contre la Russie. Vous personnellement, approuvez ou désapprouvez ces sanctions ?"
