Indicator,Category,BASE,ST Confiance,ST Pas Confiance,Très confiance,Plutôt confiance,Plutôt pas confiance,Pas du tout confiance,No rep.,Question
Total,Total,5979.002,0.520814677767293,0.460641257520904,0.062399329999999996,0.45841597,0.29479,0.16585117000000002,0.01854271,"q25_i10. Avez-vous très confiance, plutôt confiance, plutôt pas confiance ou pas confiance du tout dans chacune des organisations suivantes... ?
- La justice"
Gender,Man,2929.637,0.5093050777280598,0.4731565719575496,0.07221693,0.43708828,0.29045438,0.18270281000000002,0.01753972,"q25_i10. Avez-vous très confiance, plutôt confiance, plutôt pas confiance ou pas confiance du tout dans chacune des organisations suivantes... ?
- La justice"
Gender,Woman,3049.36,0.531874885221817,0.4486183986147913,0.05296725000000001,0.47890771000000004,0.29895604,0.14966137,0.01950636,"q25_i10. Avez-vous très confiance, plutôt confiance, plutôt pas confiance ou pas confiance du tout dans chacune des organisations suivantes... ?
- La justice"
Age,18-24,478.2759,0.5135830594851215,0.4419242115272796,0.1140641,0.39901158000000003,0.29175545,0.15016887,0.045,"q25_i10. Avez-vous très confiance, plutôt confiance, plutôt pas confiance ou pas confiance du tout dans chacune des organisations suivantes... ?
- La justice"
Age,25-34,836.9062,0.5123409290073367,0.47059539049895915,0.07339607,0.43894489000000003,0.32340016,0.14719523,0.01706348,"q25_i10. Avez-vous très confiance, plutôt confiance, plutôt pas confiance ou pas confiance du tout dans chacune des organisations suivantes... ?
- La justice"
Age,35-49,1494.556,0.5207699811850476,0.45973145201651855,0.058429909999999995,0.46233999,0.28634598,0.17338574,0.01949808,"q25_i10. Avez-vous très confiance, plutôt confiance, plutôt pas confiance ou pas confiance du tout dans chacune des organisations suivantes... ?
- La justice"
Age,50-64,1554.412,0.5133886640092845,0.4724150353960211,0.05005491,0.46253024999999987,0.30313688,0.16927796,0.015,"q25_i10. Avez-vous très confiance, plutôt confiance, plutôt pas confiance ou pas confiance du tout dans chacune des organisations suivantes... ?
- La justice"
Age,65+,1614.848,0.535,0.45053602568167406,0.0569547,0.47758823,0.28064301,0.16989296,0.01492191,"q25_i10. Avez-vous très confiance, plutôt confiance, plutôt pas confiance ou pas confiance du tout dans chacune des organisations suivantes... ?
- La justice"
Socio-Professional Category,Total-CSP+,1734.019,0.5590742661989286,0.42731636735237616,0.07819903,0.48087535,0.28131324,0.14600324,0.013609590000000001,"q25_i10. Avez-vous très confiance, plutôt confiance, plutôt pas confiance ou pas confiance du tout dans chacune des organisations suivantes... ?
- La justice"
Socio-Professional Category,Small Business owners,212.9949,0.4349999,0.5562485298943778,0.09194328,0.34387546,0.33927686,0.21697144,0.00793315,"q25_i10. Avez-vous très confiance, plutôt confiance, plutôt pas confiance ou pas confiance du tout dans chacune des organisations suivantes... ?
- La justice"
