Indicator,Category,BASE,ST Confiance,ST Pas Confiance,Très confiance,Plutôt confiance,Plutôt pas confiance,Pas du tout confiance,No rep.,Question
Total,Total,5979.002,0.3449999,0.629322251439287,0.04194496,0.30402047,0.37199569,0.25703888,0.025,"q25_i7. Avez-vous très confiance, plutôt confiance, plutôt pas confiance ou pas confiance du tout dans chacune des organisations suivantes... ?
- Les syndicats"
Gender,Man,2929.637,0.33436579344130346,0.645,0.05277964,0.28158622,0.37694602,0.265904,0.022786019999999997,"q25_i7. Avez-vous très confiance, plutôt confiance, plutôt pas confiance ou pas confiance du tout dans chacune des organisations suivantes... ?
- Les syndicats"
Gender,Woman,3049.36,0.3549999,0.6163280163706483,0.03153573,0.32499989999999995,0.3683808000000001,0.24852228,0.02656129,"q25_i7. Avez-vous très confiance, plutôt confiance, plutôt pas confiance ou pas confiance du tout dans chacune des organisations suivantes... ?
- Les syndicats"
Age,18-24,478.2759,0.4115480207135672,0.5508926960359073,0.05277828,0.35876991,0.3297651,0.2211276,0.03755905,"q25_i7. Avez-vous très confiance, plutôt confiance, plutôt pas confiance ou pas confiance du tout dans chacune des organisations suivantes... ?
- Les syndicats"
Age,25-34,836.9062,0.4315128744416041,0.53918838216278,0.07981313,0.3516997499999999,0.34845052,0.19073762,0.02929874,"q25_i7. Avez-vous très confiance, plutôt confiance, plutôt pas confiance ou pas confiance du tout dans chacune des organisations suivantes... ?
- Les syndicats"
Age,35-49,1494.556,0.36236360497699655,0.617206581754046,0.03443474,0.32792882999999995,0.38505294999999995,0.2321539,0.020428859999999997,"q25_i7. Avez-vous très confiance, plutôt confiance, plutôt pas confiance ou pas confiance du tout dans chacune des organisations suivantes... ?
- Les syndicats"
Age,50-64,1554.412,0.324653116419585,0.6496276405483231,0.03914954,0.28499990000000003,0.37198512000000017,0.2781446,0.02572084,"q25_i7. Avez-vous très confiance, plutôt confiance, plutôt pas confiance ou pas confiance du tout dans chacune des organisations suivantes... ?
- Les syndicats"
Age,65+,1614.848,0.28754477201569434,0.6909356174698796,0.02875258,0.25879216,0.38618328,0.30475234,0.0215209,"q25_i7. Avez-vous très confiance, plutôt confiance, plutôt pas confiance ou pas confiance du tout dans chacune des organisations suivantes... ?
- Les syndicats"
Socio-Professional Category,Total-CSP+,1734.019,0.39068493482482025,0.5921267298685885,0.06002933,0.3306556,0.35369422,0.23843268000000004,0.01718832,"q25_i7. Avez-vous très confiance, plutôt confiance, plutôt pas confiance ou pas confiance du tout dans chacune des organisations suivantes... ?
- Les syndicats"
Socio-Professional Category,Small Business owners,212.9949,0.2988045253665698,0.6860582107834508,0.08218713,0.21661749,0.28763797,0.3985575100000001,0.0149999,"q25_i7. Avez-vous très confiance, plutôt confiance, plutôt pas confiance ou pas confiance du tout dans chacune des organisations suivantes... ?
- Les syndicats"
Socio-Professional Category,Cadres/Prof Lib,597.9521,0.3779699076230354,0.6040301555927307,0.05960379,0.31836614,0.37100981999999993,0.2330205,0.01799995,"q25_i7. Avez-vous très confiance, plutôt confiance, plutôt pas confiance ou pas confiance du tout dans chacune des organisations suivantes... ?
- Les syndicats"
Socio-Professional Category,Prof Intermed,896.9079,0.4221350932464749,0.5610396563571354,0.05233819,0.36979694,0.35113773,0.20990204,0.01682409,"q25_i7. Avez-vous très confiance, plutôt confiance, plutôt pas confiance ou pas confiance du tout dans chacune des organisations suivantes... ?
- Les syndicats"
Socio-Professional Category,Total-CSP-,1674.09,0.3620634493963885,0.6114235196435078,0.04187501999999999,0.32027821000000006,0.38499989999999995,0.22633383,0.02651304,"q25_i7. Avez-vous très confiance, plutôt confiance, plutôt pas confiance ou pas confiance du tout dans chacune des organisations suivantes... ?
- Les syndicats"
Socio-Professional Category,Salaried,956.6466,0.37304099549405184,0.6052174334806605,0.03112857,0.34191236,0.37539003000000004,0.22982719,0.02174113,"q25_i7. Avez-vous très confiance, plutôt confiance, plutôt pas confiance ou pas confiance du tout dans chacune des organisations suivantes... ?
- Les syndicats"
Socio-Professional Category,Blue collar,717.4432,0.3474261098300186,0.6196983956360587,0.05620446,0.29122152,0.39802273,0.22167538999999997,0.03287597,"q25_i7. Avez-vous très confiance, plutôt confiance, plutôt pas confiance ou pas confiance du tout dans chacune des organisations suivantes... ?
- Les syndicats"
Political similarity,Far left,187.3446,0.5591919916560179,0.42921082326365423,0.14811919,0.4110149299999999,0.31426825,0.115,0.01159763,"q25_i7. Avez-vous très confiance, plutôt confiance, plutôt pas confiance ou pas confiance du tout dans chacune des organisations suivantes... ?
- Les syndicats"
Political similarity,Radical left,828.7407,0.6190835082674232,0.3682679033381612,0.12632142,0.49276208999999993,0.28653763,0.08173002,0.01264928,"q25_i7. Avez-vous très confiance, plutôt confiance, plutôt pas confiance ou pas confiance du tout dans chacune des organisations suivantes... ?
- Les syndicats"
Political similarity,Left,1430.296,0.5914661720371168,0.39030228707903813,0.09330509,0.49816143000000007,0.30661045,0.08369191,0.01823236,"q25_i7. Avez-vous très confiance, plutôt confiance, plutôt pas confiance ou pas confiance du tout dans chacune des organisations suivantes... ?
- Les syndicats"
Political similarity,PC/LFI,641.3963,0.6365771052935604,0.35046678629109645,0.11995443,0.51662272,0.27843768,0.07202896,0.01295644,"q25_i7. Avez-vous très confiance, plutôt confiance, plutôt pas confiance ou pas confiance du tout dans chacune des organisations suivantes... ?
- Les syndicats"
Political similarity,PS,449.3176,0.5343747941322574,0.44542390505068125,0.08345953999999998,0.45091512,0.34948019,0.09594376,0.020201529999999995,"q25_i7. Avez-vous très confiance, plutôt confiance, plutôt pas confiance ou pas confiance du tout dans chacune des organisations suivantes... ?
- Les syndicats"
