Indicator,Category,BASE,ST Confiance,ST Pas Confiance,Très confiance,Plutôt confiance,Plutôt pas confiance,Pas du tout confiance,No rep.,Question
Total,Total,5979.002,0.14304895699984713,0.8356742479765017,0.02307148,0.1199775,0.35067508000000003,0.485,0.021275939999999997,"q25_i16. Avez-vous très confiance, plutôt confiance, plutôt pas confiance ou pas confiance du tout dans chacune des organisations suivantes... ?
- Les réseaux sociaux (Facebook, Twitter, etc.)"
Gender,Man,2929.637,0.12310426172252739,0.857461180344186,0.0249999,0.09742704999999999,0.32628841,0.53185031,0.01943433,"q25_i16. Avez-vous très confiance, plutôt confiance, plutôt pas confiance ou pas confiance du tout dans chacune des organisations suivantes... ?
- Les réseaux sociaux (Facebook, Twitter, etc.)"
Gender,Woman,3049.36,0.1622108245664664,0.815,0.020568040000000003,0.14164284,0.37730606,0.43743704,0.023045279999999998,"q25_i16. Avez-vous très confiance, plutôt confiance, plutôt pas confiance ou pas confiance du tout dans chacune des organisations suivantes... ?
- Les réseaux sociaux (Facebook, Twitter, etc.)"
Age,18-24,478.2759,0.22692550471391096,0.756754626356879,0.04728837,0.17963707,0.37795716,0.38011750000000005,0.0149999,"q25_i16. Avez-vous très confiance, plutôt confiance, plutôt pas confiance ou pas confiance du tout dans chacune des organisations suivantes... ?
- Les réseaux sociaux (Facebook, Twitter, etc.)"
Age,25-34,836.9062,0.245,0.7349998999999999,0.05593478,0.18812071999999996,0.38357226,0.35219443,0.020177689999999998,"q25_i16. Avez-vous très confiance, plutôt confiance, plutôt pas confiance ou pas confiance du tout dans chacune des organisations suivantes... ?
- Les réseaux sociaux (Facebook, Twitter, etc.)"
Age,35-49,1494.556,0.1749999,0.80584467895482,0.02238891,0.15273446,0.38956667000000006,0.41627841,0.01903128,"q25_i16. Avez-vous très confiance, plutôt confiance, plutôt pas confiance ou pas confiance du tout dans chacune des organisations suivantes... ?
- Les réseaux sociaux (Facebook, Twitter, etc.)"
Age,50-64,1554.412,0.10985054155526333,0.8656167090835635,0.01800115,0.09184939,0.355,0.51061607,0.02453339,"q25_i16. Avez-vous très confiance, plutôt confiance, plutôt pas confiance ou pas confiance du tout dans chacune des organisations suivantes... ?
- Les réseaux sociaux (Facebook, Twitter, etc.)"
Age,65+,1614.848,0.06813111822289157,0.9096150225903615,0.005,0.06375126,0.29159141,0.6174024600000002,0.02225487,"q25_i16. Avez-vous très confiance, plutôt confiance, plutôt pas confiance ou pas confiance du tout dans chacune des organisations suivantes... ?
- Les réseaux sociaux (Facebook, Twitter, etc.)"
Socio-Professional Category,Total-CSP+,1734.019,0.16753461178914417,0.8230913271423209,0.028354839999999996,0.13917985,0.36368552000000004,0.45940598000000005,0.00937412,"q25_i16. Avez-vous très confiance, plutôt confiance, plutôt pas confiance ou pas confiance du tout dans chacune des organisations suivantes... ?
- Les réseaux sociaux (Facebook, Twitter, etc.)"
Socio-Professional Category,Small Business owners,212.9949,0.245,0.7492648885020251,0.06798571,0.17698278000000003,0.32846899,0.42156262000000005,0.0049999,"q25_i16. Avez-vous très confiance, plutôt confiance, plutôt pas confiance ou pas confiance du tout dans chacune des organisations suivantes... ?
- Les réseaux sociaux (Facebook, Twitter, etc.)"
Socio-Professional Category,Cadres/Prof Lib,597.9521,0.1419071527635742,0.8390113522471114,0.0249999,0.11656183,0.37736317,0.4619932000000001,0.0190819,"q25_i16. Avez-vous très confiance, plutôt confiance, plutôt pas confiance ou pas confiance du tout dans chacune des organisations suivantes... ?
- Les réseaux sociaux (Facebook, Twitter, etc.)"
Socio-Professional Category,Prof Intermed,896.9079,0.15977203456452999,0.836195555864766,0.01685273,0.14291925,0.36538255000000003,0.47081210999999995,0.00403228,"q25_i16. Avez-vous très confiance, plutôt confiance, plutôt pas confiance ou pas confiance du tout dans chacune des organisations suivantes... ?
- Les réseaux sociaux (Facebook, Twitter, etc.)"
Socio-Professional Category,Total-CSP-,1674.09,0.185,0.7949999,0.035,0.14672515,0.39276162,0.40317521,0.02233802,"q25_i16. Avez-vous très confiance, plutôt confiance, plutôt pas confiance ou pas confiance du tout dans chacune des organisations suivantes... ?
- Les réseaux sociaux (Facebook, Twitter, etc.)"
Socio-Professional Category,Salaried,956.6466,0.16305342014491034,0.8166771303007818,0.022909609999999997,0.14014392,0.41782085,0.39885607,0.02026908,"q25_i16. Avez-vous très confiance, plutôt confiance, plutôt pas confiance ou pas confiance du tout dans chacune des organisations suivantes... ?
- Les réseaux sociaux (Facebook, Twitter, etc.)"
Socio-Professional Category,Blue collar,717.4432,0.2055634508766687,0.7693402070017529,0.05006303,0.15550039,0.35934831000000006,0.41008837,0.0249999,"q25_i16. Avez-vous très confiance, plutôt confiance, plutôt pas confiance ou pas confiance du tout dans chacune des organisations suivantes... ?
- Les réseaux sociaux (Facebook, Twitter, etc.)"
Political similarity,Far left,187.3446,0.4067849833942371,0.5843707264580884,0.17827592,0.22850901,0.30489253,0.27947835,0.00884454,"q25_i16. Avez-vous très confiance, plutôt confiance, plutôt pas confiance ou pas confiance du tout dans chacune des organisations suivantes... ?
- Les réseaux sociaux (Facebook, Twitter, etc.)"
Political similarity,Radical left,828.7407,0.23338095981046905,0.755,0.07292672,0.16045417,0.3695143100000001,0.385,0.0121048,"q25_i16. Avez-vous très confiance, plutôt confiance, plutôt pas confiance ou pas confiance du tout dans chacune des organisations suivantes... ?
- Les réseaux sociaux (Facebook, Twitter, etc.)"
Political similarity,Left,1430.296,0.16992293902800537,0.8212502866539514,0.02826198,0.14166103,0.3789001000000001,0.44235067,0.00882722,"q25_i16. Avez-vous très confiance, plutôt confiance, plutôt pas confiance ou pas confiance du tout dans chacune des organisations suivantes... ?
- Les réseaux sociaux (Facebook, Twitter, etc.)"
Political similarity,PC/LFI,641.3963,0.18273148753742421,0.805,0.04215537,0.14057615,0.38921140000000004,0.415,0.01305708,"q25_i16. Avez-vous très confiance, plutôt confiance, plutôt pas confiance ou pas confiance du tout dans chacune des organisations suivantes... ?
- Les réseaux sociaux (Facebook, Twitter, etc.)"
Political similarity,PS,449.3176,0.148069539230157,0.8476868032767912,0.02113424,0.12693531,0.3900891,0.45759814,0.00424333,"q25_i16. Avez-vous très confiance, plutôt confiance, plutôt pas confiance ou pas confiance du tout dans chacune des organisations suivantes... ?
- Les réseaux sociaux (Facebook, Twitter, etc.)"
Political similarity,EELV,339.583,0.17464504995833122,0.8184517481734951,0.01145146,0.16319359,0.34345185,0.475,0.0069031,"q25_i16. Avez-vous très confiance, plutôt confiance, plutôt pas confiance ou pas confiance du tout dans chacune des organisations suivantes... ?
- Les réseaux sociaux (Facebook, Twitter, etc.)"
Political similarity,EM,672.9198,0.15815004997623788,0.8318230493440674,0.01927282,0.13887717,0.3268229400000001,0.5049999,0.01002717,"q25_i16. Avez-vous très confiance, plutôt confiance, plutôt pas confiance ou pas confiance du tout dans chacune des organisations suivantes... ?
- Les réseaux sociaux (Facebook, Twitter, etc.)"
Political similarity,MoDem,161.1257,0.095,0.8949999,0.03622166,0.05814585,0.34392546,0.55366214,0.00804464,"q25_i16. Avez-vous très confiance, plutôt confiance, plutôt pas confiance ou pas confiance du tout dans chacune des organisations suivantes... ?
- Les réseaux sociaux (Facebook, Twitter, etc.)"
Political similarity,Right,573.0042,0.08806602115656396,0.8991440202358029,0.02195884,0.06610718,0.34970337,0.54944117,0.01278985,"q25_i16. Avez-vous très confiance, plutôt confiance, plutôt pas confiance ou pas confiance du tout dans chacune des organisations suivantes... ?
- Les réseaux sociaux (Facebook, Twitter, etc.)"
Political similarity,UDI/PR,89.32552,0.04743046556012213,0.9366200163178451,0,0.04743047,0.36664763,0.5709219999999999,0.0149999,"q25_i16. Avez-vous très confiance, plutôt confiance, plutôt pas confiance ou pas confiance du tout dans chacune des organisations suivantes... ?
- Les réseaux sociaux (Facebook, Twitter, etc.)"
Political similarity,LR,397.5368,0.0942230002354499,0.8956066457243707,0.02828928,0.0649999,0.32728769,0.5692525500000001,0.01017058,"q25_i16. Avez-vous très confiance, plutôt confiance, plutôt pas confiance ou pas confiance du tout dans chacune des organisations suivantes... ?
- Les réseaux sociaux (Facebook, Twitter, etc.)"
Political similarity,Radical right,1008.8,0.1638000594766059,0.815,0.01936546,0.14443458,0.32666584,0.48662619,0.02290874,"q25_i16. Avez-vous très confiance, plutôt confiance, plutôt pas confiance ou pas confiance du tout dans chacune des organisations suivantes... ?
- Les réseaux sociaux (Facebook, Twitter, etc.)"
Political similarity,Debout la France,86.14185,0.10178952506824498,0.8766093368089958,0.0149999,0.08627472999999998,0.43557922,0.44154502000000007,0.02160113,"q25_i16. Avez-vous très confiance, plutôt confiance, plutôt pas confiance ou pas confiance du tout dans chacune des organisations suivantes... ?
- Les réseaux sociaux (Facebook, Twitter, etc.)"
Political similarity,Reconquete,205.4045,0.13485921681365307,0.845,0.01106985,0.12378935,0.25572921,0.58682015,0.022591699999999996,"q25_i16. Avez-vous très confiance, plutôt confiance, plutôt pas confiance ou pas confiance du tout dans chacune des organisations suivantes... ?
- Les réseaux sociaux (Facebook, Twitter, etc.)"
Political similarity,RN,717.2537,0.17953535827002357,0.7973088183441926,0.02220359,0.15733178,0.335,0.46230805,0.02315658,"q25_i16. Avez-vous très confiance, plutôt confiance, plutôt pas confiance ou pas confiance du tout dans chacune des organisations suivantes... ?
- Les réseaux sociaux (Facebook, Twitter, etc.)"
Political similarity,No preference,1860.95,0.10225927617614658,0.8624122088180768,0.007810619999999999,0.09444863999999999,0.3590709,0.50334211,0.03532856,"q25_i16. Avez-vous très confiance, plutôt confiance, plutôt pas confiance ou pas confiance du tout dans chacune des organisations suivantes... ?
- Les réseaux sociaux (Facebook, Twitter, etc.)"
