Indicator,Category,BASE,ST D'accord,ST Pas d'accord,Tout à fait d'accord,Plutôt d'accord,Plutôt pas d'accord,Pas du tout d'accord,No rep.,Question
Total,Total,5979.002,0.8313992870382046,0.135,0.3406247399999999,0.4914295,0.0968576,0.03608826,0.0349999,"q56_i1. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- La démocratie peut poser des problèmes, mais c'est quand même mieux que n'importe quelle autre forme de gouvernement"
Gender,Man,2929.637,0.8526373745279705,0.12635691725630172,0.3721246,0.48032243,0.09154738,0.035,0.02100559,"q56_i1. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- La démocratie peut poser des problèmes, mais c'est quand même mieux que n'importe quelle autre forme de gouvernement"
Gender,Woman,3049.36,0.8109957499278537,0.1392763071595351,0.31036263,0.50063292,0.10195943,0.03731688,0.04972747999999999,"q56_i1. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- La démocratie peut poser des problèmes, mais c'est quand même mieux que n'importe quelle autre forme de gouvernement"
Age,18-24,478.2759,0.8011812846936256,0.18118962297703065,0.30063484,0.50054644,0.13707069,0.04411893,0.01762919,"q56_i1. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- La démocratie peut poser des problèmes, mais c'est quand même mieux que n'importe quelle autre forme de gouvernement"
Age,25-34,836.9062,0.7977920345195196,0.16947156085114434,0.26770754,0.53008497,0.12748227,0.04198928,0.03273608,"q56_i1. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- La démocratie peut poser des problèmes, mais c'est quand même mieux que n'importe quelle autre forme de gouvernement"
Age,35-49,1494.556,0.77239996360123,0.1779982817639486,0.29256696,0.47983301,0.13573034,0.04226785,0.04960112,"q56_i1. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- La démocratie peut poser des problèmes, mais c'est quand même mieux que n'importe quelle autre forme de gouvernement"
Age,50-64,1554.412,0.835,0.12321257169913767,0.365,0.46896765999999995,0.08209786,0.04111472,0.04281975999999999,"q56_i1. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- La démocratie peut poser des problèmes, mais c'est quand même mieux que n'importe quelle autre forme de gouvernement"
Age,65+,1614.848,0.9099011176284084,0.06740052314521243,0.41145933999999995,0.49844165000000007,0.0473065,0.02009402,0.02269929,"q56_i1. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- La démocratie peut poser des problèmes, mais c'est quand même mieux que n'importe quelle autre forme de gouvernement"
Socio-Professional Category,Total-CSP+,1734.019,0.8319568586042021,0.145,0.33962477,0.49233261,0.10862684,0.03520153,0.02421435,"q56_i1. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- La démocratie peut poser des problèmes, mais c'est quand même mieux que n'importe quelle autre forme de gouvernement"
Socio-Professional Category,Small Business owners,212.9949,0.7685113587226736,0.21718571665330955,0.255,0.51351127,0.14982072,0.06736495,0.01430306,"q56_i1. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- La démocratie peut poser des problèmes, mais c'est quand même mieux que n'importe quelle autre forme de gouvernement"
Socio-Professional Category,Cadres/Prof Lib,597.9521,0.8573131526756074,0.1133477413993529,0.36987628,0.4874367,0.07961492,0.03373285,0.02933946,"q56_i1. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- La démocratie peut poser des problèmes, mais c'est quand même mieux que n'importe quelle autre forme de gouvernement"
