Indicator,Category,BASE,ST D'accord,ST Pas d'accord,Tout à fait d'accord,Plutôt d'accord,Plutôt pas d'accord,Pas du tout d'accord,No rep.,Question
Total,Total,5979.002,0.2958259589142134,0.6694254325387414,0.12065495000000001,0.17517104,0.24739697,0.42202863,0.03474799,"q12v13b_i3. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- Si Emmanuel Macron cherche à imposer des réformes rejetées par la majorité des Français, il serait légitime de recourir à la violence pour se faire entendre"
Gender,Man,2929.637,0.3131071528656963,0.6604309680687402,0.14499990000000001,0.16713033,0.22763390000000003,0.4337727900000001,0.02646308,"q12v13b_i3. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- Si Emmanuel Macron cherche à imposer des réformes rejetées par la majorité des Français, il serait légitime de recourir à la violence pour se faire entendre"
Gender,Woman,3049.36,0.27922393551433744,0.6780678568617676,0.09632736,0.18289654,0.26638472,0.41168278,0.04270772,"q12v13b_i3. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- Si Emmanuel Macron cherche à imposer des réformes rejetées par la majorité des Français, il serait légitime de recourir à la violence pour se faire entendre"
Age,18-24,478.2759,0.34625579085210023,0.6207427553844967,0.14752857,0.19872718,0.24927265,0.3714699,0.03300154,"q12v13b_i3. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- Si Emmanuel Macron cherche à imposer des réformes rejetées par la majorité des Français, il serait légitime de recourir à la violence pour se faire entendre"
Age,25-34,836.9062,0.41901673090723907,0.5442338699366787,0.17293587,0.24608086,0.25324033,0.2909939,0.03674914,"q12v13b_i3. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- Si Emmanuel Macron cherche à imposer des réformes rejetées par la majorité des Français, il serait légitime de recourir à la violence pour se faire entendre"
Age,35-49,1494.556,0.3322337871581928,0.635,0.12208582,0.21014789999999997,0.22647977000000002,0.40638464,0.0349014,"q12v13b_i3. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- Si Emmanuel Macron cherche à imposer des réformes rejetées par la majorité des Français, il serait légitime de recourir à la violence pour se faire entendre"
Age,50-64,1554.412,0.2495221344148141,0.7167810078666402,0.11654478,0.13297723,0.27136757,0.44541351,0.03369811,"q12v13b_i3. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- Si Emmanuel Macron cherche à imposer des réformes rejetées par la majorité des Français, il serait légitime de recourir à la violence pour se faire entendre"
Age,65+,1614.848,0.22792151335605582,0.7369820565155358,0.08823289,0.13968863,0.24009938,0.4969792000000001,0.0349999,"q12v13b_i3. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- Si Emmanuel Macron cherche à imposer des réformes rejetées par la majorité des Français, il serait légitime de recourir à la violence pour se faire entendre"
Socio-Professional Category,Total-CSP+,1734.019,0.335,0.6426365570388791,0.1452491,0.18912365,0.24773656,0.39490052,0.02299023,"q12v13b_i3. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- Si Emmanuel Macron cherche à imposer des réformes rejetées par la majorité des Français, il serait légitime de recourir à la violence pour se faire entendre"
Socio-Professional Category,Small Business owners,212.9949,0.37202895468389147,0.625,0.16451675999999998,0.2075121,0.27688165,0.34641369,0.00467594,"q12v13b_i3. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- Si Emmanuel Macron cherche à imposer des réformes rejetées par la majorité des Français, il serait légitime de recourir à la violence pour se faire entendre"
Socio-Professional Category,Cadres/Prof Lib,597.9521,0.3318331016815561,0.6370563795996368,0.12223134999999999,0.20960174000000004,0.21018841,0.42686814,0.03111052,"q12v13b_i3. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- Si Emmanuel Macron cherche à imposer des réformes rejetées par la majorité des Français, il serait légitime de recourir à la violence pour se faire entendre"
Socio-Professional Category,Prof Intermed,896.9079,0.324864793809933,0.6577220470463021,0.1533386,0.17152608,0.26938373,0.38833831,0.0174121,"q12v13b_i3. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- Si Emmanuel Macron cherche à imposer des réformes rejetées par la majorité des Français, il serait légitime de recourir à la violence pour se faire entendre"
Socio-Professional Category,Total-CSP-,1674.09,0.3286633335125352,0.6276066400253273,0.13566845,0.1929947,0.25537934,0.37222712,0.04372996,"q12v13b_i3. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- Si Emmanuel Macron cherche à imposer des réformes rejetées par la majorité des Français, il serait légitime de recourir à la violence pour se faire entendre"
Socio-Professional Category,Salaried,956.6466,0.29337176340772025,0.665,0.12785631,0.1649999,0.28680508,0.37719302000000016,0.04314569,"q12v13b_i3. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- Si Emmanuel Macron cherche à imposer des réformes rejetées par la majorité des Français, il serait légitime de recourir à la violence pour se faire entendre"
Socio-Professional Category,Blue collar,717.4432,0.37572131145712995,0.5797700779657539,0.14608557,0.22963588,0.21347585,0.36629407999999997,0.04450901,"q12v13b_i3. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- Si Emmanuel Macron cherche à imposer des réformes rejetées par la majorité des Français, il serait légitime de recourir à la violence pour se faire entendre"
Political similarity,Far left,187.3446,0.41922921717519473,0.5667016823543352,0.19269191999999996,0.2265373,0.28500000000000003,0.28170120000000004,0.01406958,"q12v13b_i3. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- Si Emmanuel Macron cherche à imposer des réformes rejetées par la majorité des Français, il serait légitime de recourir à la violence pour se faire entendre"
Political similarity,Radical left,828.7407,0.485,0.4949999,0.21547644999999999,0.265352,0.26139865,0.23461271,0.023160910000000003,"q12v13b_i3. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- Si Emmanuel Macron cherche à imposer des réformes rejetées par la majorité des Français, il serait légitime de recourir à la violence pour se faire entendre"
Political similarity,Left,1430.296,0.35276110679188083,0.6237622841705494,0.13181824,0.22094287,0.28297129,0.3392675999999999,0.025,"q12v13b_i3. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- Si Emmanuel Macron cherche à imposer des réformes rejetées par la majorité des Français, il serait légitime de recourir à la violence pour se faire entendre"
Political similarity,PC/LFI,641.3963,0.4988209317702643,0.4749999,0.22213147,0.27668931,0.25465379,0.22070926000000002,0.02581638,"q12v13b_i3. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- Si Emmanuel Macron cherche à imposer des réformes rejetées par la majorité des Français, il serait légitime de recourir à la violence pour se faire entendre"
Political similarity,PS,449.3176,0.21071226677966765,0.7705046497177052,0.05123289000000001,0.15947937,0.31028609,0.46021901,0.01878297,"q12v13b_i3. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- Si Emmanuel Macron cherche à imposer des réformes rejetées par la majorité des Français, il serait légitime de recourir à la violence pour se faire entendre"
Political similarity,EELV,339.583,0.265,0.7098918379306385,0.06786241,0.19697467,0.30031509,0.40984792999999997,0.0249999,"q12v13b_i3. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- Si Emmanuel Macron cherche à imposer des réformes rejetées par la majorité des Français, il serait légitime de recourir à la violence pour se faire entendre"
Political similarity,EM,672.9198,0.13480364227653874,0.8618866616794453,0.03299252,0.10181112,0.15097668,0.7092196800000001,0.005,"q12v13b_i3. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- Si Emmanuel Macron cherche à imposer des réformes rejetées par la majorité des Français, il serait légitime de recourir à la violence pour se faire entendre"
Political similarity,MoDem,161.1257,0.1681396574227451,0.8217112478021817,0.04899364,0.11914598,0.15140688,0.6703039899999998,0.01014898,"q12v13b_i3. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- Si Emmanuel Macron cherche à imposer des réformes rejetées par la majorité des Français, il serait légitime de recourir à la violence pour se faire entendre"
Political similarity,Right,573.0042,0.20861854066689214,0.7732278402147837,0.08523901,0.12337951000000001,0.26154328,0.51168456,0.01815399,"q12v13b_i3. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- Si Emmanuel Macron cherche à imposer des réformes rejetées par la majorité des Français, il serait légitime de recourir à la violence pour se faire entendre"
Political similarity,UDI/PR,89.32552,0.11791456685614593,0.8784683257371466,0.04335427,0.075,0.24563271999999997,0.63239588,0.00361713,"q12v13b_i3. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- Si Emmanuel Macron cherche à imposer des réformes rejetées par la majorité des Français, il serait légitime de recourir à la violence pour se faire entendre"
Political similarity,LR,397.5368,0.17214534604092,0.8080537449614728,0.05834798,0.11379736,0.27035258,0.53770167,0.01980111,"q12v13b_i3. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- Si Emmanuel Macron cherche à imposer des réformes rejetées par la majorité des Français, il serait légitime de recourir à la violence pour se faire entendre"
Political similarity,Radical right,1008.8,0.4596703013481364,0.5243791633624107,0.23365206000000002,0.22601804000000003,0.24388035,0.28049881,0.01595108,"q12v13b_i3. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- Si Emmanuel Macron cherche à imposer des réformes rejetées par la majorité des Français, il serait légitime de recourir à la violence pour se faire entendre"
