Indicator,Category,BASE,ST Improbable,ST probable,Tout à fait improbable,Plutôt improbable,Plutôt probable,Tout à fait probable,No rep.,Question
Total,Total,1998.234,0.6971776078277119,0.250900094783694,0.43167992,0.26549753,0.15936287,0.09153723,0.05192245,"comp2v13b_i1_groupe1. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les dirigeants politiques organisent en secret le remplacement de la population française par les immigrés"
Gender,Man,969.0054,0.7163158223886058,0.2400297253245441,0.44797666,0.26833958,0.1504777,0.0895521,0.04365465,"comp2v13b_i1_groupe1. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les dirigeants politiques organisent en secret le remplacement de la population française par les immigrés"
Gender,Woman,1029.229,0.6791586711995096,0.2611343053878194,0.41633718,0.26282188,0.16772808000000003,0.09340622,0.059706419999999996,"comp2v13b_i1_groupe1. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les dirigeants politiques organisent en secret le remplacement de la population française par les immigrés"
Age,18-24,151.2158,0.6749999,0.255,0.31475957,0.36265783,0.175,0.07816161,0.06942099,"comp2v13b_i1_groupe1. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les dirigeants politiques organisent en secret le remplacement de la population française par les immigrés"
Age,25-34,288.6909,0.6821063635881838,0.265,0.40366322999999993,0.27844286,0.18579754,0.0787975,0.05329874,"comp2v13b_i1_groupe1. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les dirigeants politiques organisent en secret le remplacement de la population française par les immigrés"
Age,35-49,506.8327,0.7120219354433919,0.22769446407068844,0.44035359,0.27166834,0.14998391,0.07771065,0.06028362,"comp2v13b_i1_groupe1. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les dirigeants politiques organisent en secret le remplacement de la population française par les immigrés"
Age,50-64,529.153,0.6974574461450657,0.2649999,0.465,0.2324576900000001,0.13193428,0.13366482,0.03694321,"comp2v13b_i1_groupe1. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les dirigeants politiques organisent en secret le remplacement de la population française par les immigrés"
Age,65+,522.3425,0.6965341705873063,0.2503077961299339,0.43925049000000005,0.25728349,0.17711833,0.07318955,0.053157569999999994,"comp2v13b_i1_groupe1. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les dirigeants politiques organisent en secret le remplacement de la population française par les immigrés"
Socio-Professional Category,Total-CSP+,508.5243,0.7290982948110838,0.23690077347336205,0.475,0.25409819,0.14134967,0.09555119,0.03400095,"comp2v13b_i1_groupe1. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les dirigeants politiques organisent en secret le remplacement de la population française par les immigrés"
Socio-Professional Category,Small Business owners,59.56604,0.565,0.424583873630008,0.35772883,0.20673239,0.36258865,0.06199524000000001,0.01095517,"comp2v13b_i1_groupe1. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les dirigeants politiques organisent en secret le remplacement de la population française par les immigrés"
Socio-Professional Category,Cadres/Prof Lib,183.0192,0.7386405360749035,0.2293610724994973,0.53821965,0.20042088,0.14154499,0.08781609,0.03199818,"comp2v13b_i1_groupe1. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les dirigeants politiques organisent en secret le remplacement de la population française par les immigrés"
Socio-Professional Category,Prof Intermed,261.2649,0.7557264676579211,0.20363072115695602,0.44847126,0.30725501,0.09330113,0.11032959,0.0406425,"comp2v13b_i1_groupe1. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les dirigeants politiques organisent en secret le remplacement de la population française par les immigrés"
Socio-Professional Category,Total-CSP-,584.6144,0.6370638492654302,0.29749557999255577,0.37696308,0.26054148,0.18203058,0.11546495999999999,0.0649999,"comp2v13b_i1_groupe1. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les dirigeants politiques organisent en secret le remplacement de la population française par les immigrés"
Socio-Professional Category,Salaried,315.3485,0.6505164920714701,0.2869551623045615,0.40025591,0.25026052,0.16844802,0.11850705,0.06252892,"comp2v13b_i1_groupe1. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les dirigeants politiques organisent en secret le remplacement de la population française par les immigrés"
Socio-Professional Category,Blue collar,269.2659,0.621308899493029,0.30983993888568884,0.34872696,0.2725819,0.19793776,0.11190229,0.06885109,"comp2v13b_i1_groupe1. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les dirigeants politiques organisent en secret le remplacement de la population française par les immigrés"
Political similarity,Far left,64.31401,0.7906073653314418,0.165,0.43041105,0.36059981,0.1179575,0.04603174,0.0449999,"comp2v13b_i1_groupe1. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les dirigeants politiques organisent en secret le remplacement de la population française par les immigrés"
Political similarity,Radical left,258.3622,0.8140378120328748,0.14979741618549466,0.52304014,0.29099748,0.10776627,0.04203119,0.03616462,"comp2v13b_i1_groupe1. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les dirigeants politiques organisent en secret le remplacement de la population française par les immigrés"
Political similarity,Left,451.9567,0.8349998999999999,0.13017519156149251,0.57124582,0.26357901,0.09921329000000001,0.03096188,0.035,"comp2v13b_i1_groupe1. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les dirigeants politiques organisent en secret le remplacement de la population française par les immigrés"
Political similarity,PC/LFI,194.0482,0.8218035519010225,0.1450937447500157,0.55326327,0.2679289,0.105,0.04070525,0.03310258,"comp2v13b_i1_groupe1. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les dirigeants politiques organisent en secret le remplacement de la population française par les immigrés"
Political similarity,PS,128.9116,0.785,0.19120063671539259,0.56844846,0.21594395,0.15946928,0.03173142,0.02440682,"comp2v13b_i1_groupe1. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les dirigeants politiques organisent en secret le remplacement de la population française par les immigrés"
Political similarity,EELV,128.9968,0.9049999,0.04674825266983367,0.60361248,0.30463926,0.031212209999999997,0.01553605,0.045,"comp2v13b_i1_groupe1. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les dirigeants politiques organisent en secret le remplacement de la population française par les immigrés"
Political similarity,EM,235.3132,0.8319070073417046,0.1482251739383936,0.63939082,0.19184223,0.125,0.0238993,0.01986765,"comp2v13b_i1_groupe1. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les dirigeants politiques organisent en secret le remplacement de la population française par les immigrés"
Political similarity,MoDem,47.40021,0.8834085334221093,0.10921006468114804,0.6918709899999999,0.19153755,0.09268484,0.01652524,0.00738151,"comp2v13b_i1_groupe1. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les dirigeants politiques organisent en secret le remplacement de la population française par les immigrés"
Political similarity,Right,164.6413,0.6915603800504491,0.27949542429511914,0.33499989999999996,0.35656083000000005,0.17714468,0.10235069,0.0289439,"comp2v13b_i1_groupe1. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les dirigeants politiques organisent en secret le remplacement de la population française par les immigrés"
Political similarity,UDI/PR,17.74117,0.885554898577715,0.1144452141544216,0.66817803,0.21737680999999998,0.11444521,0,0,"comp2v13b_i1_groupe1. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les dirigeants politiques organisent en secret le remplacement de la population française par les immigrés"
Political similarity,LR,118.4206,0.7414684607238943,0.2285563491487123,0.35218660999999996,0.3892817599999999,0.14563826,0.08291814,0.02997509,"comp2v13b_i1_groupe1. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les dirigeants politiques organisent en secret le remplacement de la population française par les immigrés"
Political similarity,Radical right,372.5487,0.4081600606846837,0.5603882123330453,0.15311644,0.25504365,0.30055856,0.2598299,0.03145175,"comp2v13b_i1_groupe1. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les dirigeants politiques organisent en secret le remplacement de la population française par les immigrés"
Political similarity,Debout la France,28.47947,0.3631903964504958,0.595,0.06031436,0.30287604,0.34721057000000005,0.24691235,0.04268663999999999,"comp2v13b_i1_groupe1. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les dirigeants politiques organisent en secret le remplacement de la population française par les immigrés"
Political similarity,Reconquete,83.66369,0.3110083956373428,0.6728305911441391,0.0665867,0.24442168,0.31891708,0.35391387,0.01616093,"comp2v13b_i1_groupe1. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les dirigeants politiques organisent en secret le remplacement de la population française par les immigrés"
Political similarity,RN,260.4056,0.4442911365961408,0.5205732902825438,0.19106628,0.25322508,0.28955817,0.23101503999999998,0.03513571,"comp2v13b_i1_groupe1. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les dirigeants politiques organisent en secret le remplacement de la population française par les immigrés"
Political similarity,No preference,617.2766,0.7149998999999999,0.2052883585737739,0.42173639,0.29499990000000004,0.12686721,0.07842105,0.07797545,"comp2v13b_i1_groupe1. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les dirigeants politiques organisent en secret le remplacement de la population française par les immigrés"
Politics,Total-left,531.6903,0.846833391543912,0.12288217407765387,0.60607124,0.24076177,0.09287196,0.0300102,0.03028458,"comp2v13b_i1_groupe1. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les dirigeants politiques organisent en secret le remplacement de la population française par les immigrés"
Politics,Very Left,75.00591,0.9049529563737043,0.095,0.60310781,0.30157717,0.04561282999999999,0.045,0.00470219,"comp2v13b_i1_groupe1. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les dirigeants politiques organisent en secret le remplacement de la population française par les immigrés"
Politics,Left,456.6844,0.8372876323342773,0.12822607910408151,0.60651404,0.23077359000000003,0.10063381,0.02759227,0.03448624,"comp2v13b_i1_groupe1. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les dirigeants politiques organisent en secret le remplacement de la population française par les immigrés"
Politics,Center,247.0205,0.8687643333245622,0.1149999,0.62958499,0.23917906,0.08263525,0.03288475,0.01571569,"comp2v13b_i1_groupe1. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les dirigeants politiques organisent en secret le remplacement de la population française par les immigrés"
Politics,Total-right,568.7078,0.5649999,0.40568636477291153,0.28213012,0.28461101,0.23847871,0.16720775,0.02757252,"comp2v13b_i1_groupe1. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les dirigeants politiques organisent en secret le remplacement de la population française par les immigrés"
Politics,Right,409.7711,0.645,0.3249999,0.33958914,0.305,0.23245497,0.09416652000000002,0.02878937,"comp2v13b_i1_groupe1. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les dirigeants politiques organisent en secret le remplacement de la population française par les immigrés"
Politics,Very Right,158.9366,0.3649999,0.6095322914923309,0.13192581,0.23410706,0.2539671299999999,0.355,0.025,"comp2v13b_i1_groupe1. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les dirigeants politiques organisent en secret le remplacement de la population française par les immigrés"
Politics,Both left and Right,74.42181,0.8021798986076797,0.175,0.65376991,0.14841012,0.1456917,0.027311009999999997,0.02481743,"comp2v13b_i1_groupe1. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les dirigeants politiques organisent en secret le remplacement de la population française par les immigrés"
Politics,Neither left nor right,554.5566,0.6049998999999999,0.290226462005862,0.31045568,0.29431784,0.18083655,0.10938993,0.105,"comp2v13b_i1_groupe1. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les dirigeants politiques organisent en secret le remplacement de la population française par les immigrés"
Loss of job risk,High risk,197.0694,0.712464745921995,0.27652349882833155,0.41057539000000004,0.3002218,0.185,0.09319056999999999,0.01101224,"comp2v13b_i1_groupe1. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les dirigeants politiques organisent en secret le remplacement de la population française par les immigrés"
Loss of job risk,Low risk,604.6046,0.6655025449690591,0.28081460180752843,0.36624597,0.2992569,0.19008522,0.09072946,0.05368294,"comp2v13b_i1_groupe1. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les dirigeants politiques organisent en secret le remplacement de la population française par les immigrés"
Loss of job risk,Zero risk,1165.001,0.7198950902188067,0.2307991151938925,0.47315685,0.24673884,0.13785525,0.09294387000000001,0.04930558000000001,"comp2v13b_i1_groupe1. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les dirigeants politiques organisent en secret le remplacement de la population française par les immigrés"
1st round vote,Arthaud,10.25873,0.3992987436066648,0.5142568329608052,0.21621478,0.18308407,0.51425683,0,0.08644474,"comp2v13b_i1_groupe1. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les dirigeants politiques organisent en secret le remplacement de la population française par les immigrés"
1st round vote,Poutou,12.55772,0.8488985261655778,0.1149999,0.5613351199999999,0.28707026,0.022573089999999997,0.09402153,0.035,"comp2v13b_i1_groupe1. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les dirigeants politiques organisent en secret le remplacement de la population française par les immigrés"
1st round vote,Roussel,31.01803,0.8722842811100511,0.12771552545406656,0.65834968,0.21393477000000002,0.09649452,0.03122099,0,"comp2v13b_i1_groupe1. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les dirigeants politiques organisent en secret le remplacement de la population française par les immigrés"
1st round vote,Melenchon,292.3335,0.80723146680076,0.1515639500775655,0.54966023,0.25757086,0.11398355,0.0375804,0.04120441,"comp2v13b_i1_groupe1. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les dirigeants politiques organisent en secret le remplacement de la population française par les immigrés"
1st round vote,Hidalgo,22.68739,0.8865277142941519,0.0949999,0.701372,0.18515562999999996,0.04474847,0.05317840000000001,0.01554573,"comp2v13b_i1_groupe1. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les dirigeants politiques organisent en secret le remplacement de la population française par les immigrés"
1st round vote,Jadot,70.0696,0.8863859648121297,0.08317057611289347,0.6856866599999999,0.20069916,0.06488593,0.01828465,0.03044332,"comp2v13b_i1_groupe1. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les dirigeants politiques organisent en secret le remplacement de la population française par les immigrés"
1st round vote,Macron,412.888,0.845,0.1249999,0.63753391,0.20672376,0.09371158999999998,0.03483848,0.02719149,"comp2v13b_i1_groupe1. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les dirigeants politiques organisent en secret le remplacement de la population française par les immigrés"
