Indicator,Category,BASE,ST D'accord,ST Pas d'accord,Tout à fait d'accord,Plutôt d'accord,Plutôt pas d'accord,Pas du tout d'accord,No rep.,Question
Total,Total,5979.002,0.575,0.33387528554096485,0.205,0.36671951,0.23162662,0.10224880000000001,0.09440506999999998,"q12v13b_i5. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- La Constitution de la Cinquième République n'est plus adaptée, il faut la changer"
Gender,Man,2929.637,0.5693012479020438,0.35922368539173966,0.22400328,0.34529841,0.23910191000000003,0.12012177999999998,0.07147722,"q12v13b_i5. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- La Constitution de la Cinquième République n'est plus adaptée, il faut la changer"
Gender,Woman,3049.36,0.575,0.3049999,0.18577376999999998,0.3883473600000001,0.22444598,0.0849999,0.11643298999999999,"q12v13b_i5. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- La Constitution de la Cinquième République n'est plus adaptée, il faut la changer"
Age,18-24,478.2759,0.5921916617584119,0.3088644023251015,0.19620307,0.39499989999999996,0.23777298000000005,0.07207982,0.09894423,"q12v13b_i5. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- La Constitution de la Cinquième République n'est plus adaptée, il faut la changer"
Age,25-34,836.9062,0.625445360543392,0.2845517215668853,0.21947884000000004,0.4068174299999999,0.2049999,0.07870116,0.09000267,"q12v13b_i5. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- La Constitution de la Cinquième République n'est plus adaptée, il faut la changer"
Age,35-49,1494.556,0.5835926522659572,0.31104481866186345,0.21956668,0.36402590000000007,0.23007857,0.08096625,0.10536193,"q12v13b_i5. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- La Constitution de la Cinquième République n'est plus adaptée, il faut la changer"
Age,50-64,1554.412,0.5999913150438879,0.30410155094016256,0.22527387,0.37471745,0.20106754,0.10303401,0.09590855,"q12v13b_i5. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- La Constitution de la Cinquième République n'est plus adaptée, il faut la changer"
Age,65+,1614.848,0.505,0.4149999,0.16527506,0.335,0.27364094,0.14232931,0.08375469,"q12v13b_i5. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- La Constitution de la Cinquième République n'est plus adaptée, il faut la changer"
Socio-Professional Category,Total-CSP+,1734.019,0.5963135352034782,0.3249999,0.20770954999999997,0.38903188,0.22017867,0.10499990000000001,0.07808,"q12v13b_i5. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- La Constitution de la Cinquième République n'est plus adaptée, il faut la changer"
Socio-Professional Category,Small Business owners,212.9949,0.6156184960297172,0.27384866961603305,0.205,0.41061802999999997,0.17417788,0.09967093,0.11053316,"q12v13b_i5. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- La Constitution de la Cinquième République n'est plus adaptée, il faut la changer"
Socio-Professional Category,Cadres/Prof Lib,597.9521,0.5801274048540008,0.34261941717405126,0.21001364,0.3705385100000001,0.2249999,0.11719506000000002,0.07725289,"q12v13b_i5. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- La Constitution de la Cinquième République n'est plus adaptée, il faut la changer"
Socio-Professional Category,Prof Intermed,896.9079,0.6009908040725251,0.332502478794088,0.20212867,0.39886236,0.23106641999999997,0.10143589,0.06650561,"q12v13b_i5. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- La Constitution de la Cinquième République n'est plus adaptée, il faut la changer"
Socio-Professional Category,Total-CSP-,1674.09,0.6264209212169,0.270394303771004,0.245,0.38142145,0.18827835,0.08211608000000001,0.10318412,"q12v13b_i5. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- La Constitution de la Cinquième République n'est plus adaptée, il faut la changer"
Socio-Professional Category,Salaried,956.6466,0.6249998999999999,0.265,0.24348908,0.38350484,0.18704128,0.07559527,0.11036907,"q12v13b_i5. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- La Constitution de la Cinquième République n'est plus adaptée, il faut la changer"
Socio-Professional Category,Blue collar,717.4432,0.6256577524185887,0.2807390187822534,0.24626033,0.37939714,0.18992807,0.09081106,0.09360374,"q12v13b_i5. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- La Constitution de la Cinquième République n'est plus adaptée, il faut la changer"
Political similarity,Far left,187.3446,0.7863439885643887,0.16113717715909612,0.3394495,0.44689487,0.12387301,0.03726418,0.05251886,"q12v13b_i5. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- La Constitution de la Cinquième République n'est plus adaptée, il faut la changer"
Political similarity,Radical left,828.7407,0.7764640978776595,0.17288700796280432,0.375,0.40146353000000007,0.15253734,0.02034969,0.05064944,"q12v13b_i5. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- La Constitution de la Cinquième République n'est plus adaptée, il faut la changer"
Political similarity,Left,1430.296,0.674457944369557,0.265,0.26212267,0.41233528,0.21870899,0.0450588,0.06177498,"q12v13b_i5. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- La Constitution de la Cinquième République n'est plus adaptée, il faut la changer"
Political similarity,PC/LFI,641.3963,0.7735777396907341,0.17631891546614784,0.3835552199999999,0.39002283,0.16090988,0.01540916,0.050103390000000005,"q12v13b_i5. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- La Constitution de la Cinquième République n'est plus adaptée, il faut la changer"
Political similarity,PS,449.3176,0.5460266858008678,0.4000493192343233,0.12719965,0.41882712999999994,0.31348204,0.08656747,0.0539242,"q12v13b_i5. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- La Constitution de la Cinquième République n'est plus adaptée, il faut la changer"
Political similarity,EELV,339.583,0.6571736512133999,0.2486183642879649,0.2112854,0.44588834,0.20248010000000002,0.04613823,0.09420742000000001,"q12v13b_i5. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- La Constitution de la Cinquième République n'est plus adaptée, il faut la changer"
Political similarity,EM,672.9198,0.3319287082948072,0.6117323342246728,0.04438208,0.28754675,0.33901975,0.27271214,0.056338679999999995,"q12v13b_i5. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- La Constitution de la Cinquième République n'est plus adaptée, il faut la changer"
Political similarity,MoDem,161.1257,0.3206429514348115,0.6205663652663728,0.08818748,0.23245547,0.44675654,0.17380976,0.05879054,"q12v13b_i5. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- La Constitution de la Cinquième République n'est plus adaptée, il faut la changer"
Political similarity,Right,573.0042,0.435,0.5008252993608076,0.12549566,0.3085206,0.33057387000000016,0.17040996999999997,0.0649999,"q12v13b_i5. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- La Constitution de la Cinquième République n'est plus adaptée, il faut la changer"
Political similarity,UDI/PR,89.32552,0.3049999,0.6178450458502789,0.06369905,0.24179473,0.39894813999999995,0.21889691,0.07666133,"q12v13b_i5. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- La Constitution de la Cinquième République n'est plus adaptée, il faut la changer"
